@relation german-weka.filters.unsupervised.instance.Randomize-S9-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute class {p,m}

@data
0.206831,-0.135081,0.245269,0.00842,-0.120621,-0.127942,-0.058206,0.168027,-0.176264,0.710181,-0.140206,-0.236117,-0.105246,0.08438,0.024527,0.188527,0.307501,-0.07834,0.221474,-0.035875,p
-0.12219,0.532418,0.35672,-0.04073,0.122988,-0.017703,-0.524431,0.006416,0.119528,-0.080927,0.279519,0.162654,-0.199923,0.122722,0.035672,-0.187677,0.039133,-0.113937,-0.21909,-0.052177,p
-0.044325,0.024818,-0.048574,0.87394,0.275219,-0.067501,-0.030709,-0.084014,0.043359,0.172857,0.01352,0.059003,-0.055527,-0.228866,0.01294,0.099465,0.162234,-0.041331,0.116847,-0.018927,m
-0.082378,0.403813,-0.090275,0.008256,0.787884,-0.125451,-0.057072,-0.156141,0.080583,-0.05456,-0.137476,0.109658,-0.19742,0.082737,0.024049,-0.126528,0.026382,-0.076814,0.217162,-0.035177,m
0.271972,0.001925,-0.121064,-0.042842,-0.041638,0.136227,0.122748,-0.423602,-0.231778,-0.073168,-0.184363,0.147057,-0.096273,-0.570419,0.032252,-0.169682,0.404347,-0.103012,-0.198082,-0.047174,p
-0.114936,0.064354,-0.125954,-0.025792,-0.109428,-0.175034,-0.287967,-0.440715,0.465756,-0.076124,-0.418178,-0.085389,-0.297983,0.115437,0.033554,-0.176536,0.03681,-0.107174,0.302992,-0.04908,m
0.329143,0.074858,0.390311,-0.044565,0.079519,0.533037,0.148551,0.00702,0.130783,-0.088548,0.305841,-0.099325,0.190786,0.134279,0.039031,0.300015,0.042818,-0.124667,0.352445,-0.05709,p
-0.071177,0.348905,-0.221749,-0.027602,0.488468,0.283776,-0.305486,0.142353,0.069626,0.277574,0.162823,0.241908,0.006187,0.071487,0.31324,-0.109324,0.260516,-0.06637,0.187634,-0.030394,p
-0.102618,-0.164994,-0.112455,-0.028617,-0.181314,0.268283,-0.257104,-0.393481,-0.215297,-0.067965,0.234747,-0.288404,-0.324175,0.103065,-0.391245,-0.157616,-0.308525,-0.095687,-0.183997,-0.043819,p
-0.339919,0.611853,-0.136783,-0.021483,-0.021211,-0.190082,-0.086475,0.006554,0.122099,-0.082668,0.285532,0.166152,0.440534,0.125362,0.036439,-0.191714,0.039974,-0.116388,-0.223802,-0.053299,m
-0.157244,-0.338125,-0.172317,-0.035286,-0.341551,-0.239462,-0.10894,0.314487,0.153818,-0.104144,0.047961,-0.441926,-0.346004,0.157929,0.045906,-0.241518,0.050359,-0.146624,-0.281942,-0.067145,p
0.343812,-0.224543,0.407707,0.013996,-0.224847,-0.212677,-0.096754,0.007333,-0.293001,-0.092495,-0.233062,-0.392494,-0.228498,0.140263,0.040771,0.313386,0.044726,-0.130223,-0.250405,-0.059635,p
0.314311,-0.205276,-0.13991,-0.035603,-0.247276,-0.194428,-0.088452,0.255343,-0.26786,-0.084558,-0.464513,-0.358815,-0.233369,0.128228,0.037272,-0.196097,0.040888,-0.119049,0.336563,-0.054518,p
-0.144756,-0.076005,0.132456,0.014507,-0.094296,0.57713,0.422598,0.289511,0.141602,-0.095873,-0.241575,-0.107542,0.178816,0.145386,0.04226,0.324833,0.04636,-0.134979,-0.259551,-0.061813,p
-0.327479,0.327479,-0.131777,-0.033534,0.063924,-0.183126,-0.516107,0.2405,0.11763,-0.079643,0.036678,-0.089336,-0.127848,0.120774,0.035106,-0.184698,0.440132,-0.112129,0.317,-0.051349,p
0.215418,0.048993,0.255451,-0.019635,-0.09589,-0.133254,0.097224,0.175003,0.354582,0.739665,-0.146027,0.116478,-0.042702,0.087883,0.025545,0.196354,0.028023,-0.081592,0.230669,-0.037365,p
-0.149461,-0.32139,-0.465641,-0.057961,-0.211655,-0.021654,0.166068,-0.283292,0.146205,-0.09899,0.045587,0.507973,-0.187233,0.150112,0.043634,-0.229565,0.047867,-0.139367,-0.267988,-0.063822,m
0.318248,-0.349228,-0.141662,-0.04309,-0.203059,0.159406,-0.08956,-0.245023,0.126454,-0.085617,0.295717,-0.096038,0.357677,0.129834,-0.492862,-0.198553,0.0414,-0.12054,-0.231786,-0.0552,p
-0.117248,-0.061562,-0.128488,-0.039083,-0.044447,-0.178554,-0.081231,-0.449579,0.475123,-0.077655,0.035762,0.156075,-0.326966,0.117759,-0.447024,-0.180087,0.03755,-0.109329,0.309085,-0.050067,p
0.270047,-0.057594,0.320232,-0.030589,0.043016,-0.167047,-0.274826,0.005759,-0.568771,-0.07265,-0.183058,0.146016,-0.011471,0.110169,0.032023,0.246149,0.401485,-0.102283,0.289165,-0.04684,p
0.157553,-0.17289,-0.327655,-0.024818,-0.102061,-0.009272,-0.044338,0.127995,0.062603,-0.042386,-0.232844,0.217507,-0.006693,-0.330444,-0.243998,-0.098296,0.020496,-0.059675,-0.114749,0.711081,p
0.332695,-0.070955,0.394523,-0.037686,-0.151626,-0.2058,-0.093626,0.270278,-0.283527,-0.089504,-0.225526,0.459295,-0.195201,0.135728,0.039452,0.303253,0.04328,-0.126012,-0.242308,-0.057706,p
-0.211963,0.381533,-0.242485,0.0078,0.264529,-0.118529,0.086481,-0.147526,-0.163296,0.657932,0.178049,0.103607,0.021705,0.078172,-0.296748,-0.119547,0.024927,-0.072576,-0.139556,-0.033236,m
0.232469,-0.20305,-0.103479,-0.005966,0.040939,0.376476,0.275671,-0.362075,0.09237,-0.06254,0.216011,-0.265385,0.514311,0.094839,0.027567,-0.145036,-0.2839,-0.08805,-0.169311,-0.040322,p
-0.101816,-0.218939,0.297242,-0.022848,-0.166367,-0.155054,0.297242,-0.192985,0.099598,-0.067434,0.232914,-0.286151,0.028393,0.10226,0.029724,0.61223,-0.306115,-0.09494,-0.18256,-0.043477,p
0.327244,0.074426,-0.145667,-0.051548,-0.184473,-0.019258,-0.333036,0.26585,0.53865,-0.088037,0.040544,-0.37358,-0.06487,0.133504,0.038806,-0.204166,0.042571,-0.123947,0.350412,-0.056761,p
0.234117,0.258979,0.277625,-0.031699,0.571825,0.379145,-0.065884,0.190194,0.093025,-0.062984,-0.158702,0.126589,-0.101105,0.095511,0.027762,-0.146064,0.348067,-0.088674,0.250691,-0.040608,p
-0.161951,0.002823,-0.177476,-0.045163,0.088209,0.645689,0.179946,-0.306967,0.158423,-0.107262,0.049397,0.215582,-0.016936,0.162657,0.04728,-0.248749,0.051867,-0.151014,0.426931,-0.069156,p
-0.107525,0.292824,0.098389,0.010776,0.098154,-0.163747,-0.074494,-0.203805,-0.557536,-0.071215,-0.179442,-0.302194,-0.114318,-0.224186,0.031391,0.241287,0.393555,-0.100263,0.283453,-0.045915,m
-0.28922,-0.170755,-0.116382,-0.041185,-0.056687,-0.161732,-0.266082,0.212403,0.103888,-0.070338,-0.386398,-0.298475,-0.051828,0.106664,0.031004,-0.16312,-0.319299,0.539106,-0.190422,-0.04535,m
-0.170705,-0.274467,-0.187069,-0.047604,-0.177771,-0.259962,-0.118266,0.34141,0.166986,-0.113059,-0.28488,-0.12682,0.047604,0.171449,0.049835,-0.262194,-0.51323,-0.159176,-0.306079,-0.072894,m
0.354094,0.080533,0.419899,-0.04011,-0.137877,-0.219037,0.159812,-0.272621,0.140697,-0.095261,-0.240032,-0.106855,-0.152918,0.144458,0.04199,0.322758,-0.432433,-0.134117,-0.257893,-0.061418,p
0.342549,-0.148539,-0.15248,-0.031224,-0.138839,0.554748,0.406209,0.278283,0.13611,-0.092155,-0.232206,0.185219,-0.014551,0.139748,0.040621,-0.213714,0.044562,-0.129744,-0.249485,-0.059416,p
-0.297828,-0.057421,0.319271,-0.024541,-0.117463,-0.166545,0.121514,0.218725,0.443168,-0.072432,-0.397898,-0.081247,-0.074338,0.109839,0.031927,0.24541,0.400281,-0.101976,0.288297,-0.046699,p
0.35872,-0.181582,0.13333,-0.056506,-0.27777,-0.221899,-0.10095,0.291421,0.142536,-0.096505,-0.243168,0.193963,-0.238406,0.146345,0.042539,0.326975,-0.438083,-0.135869,-0.261263,-0.062221,p
-0.03588,0.175881,-0.183698,0.707433,0.419769,-0.05464,-0.024858,-0.137578,-0.075277,-0.023763,-0.059878,-0.026656,-0.024389,-0.185261,0.010475,-0.055109,0.131325,-0.033456,0.094585,0.398664,m
0.083489,0.187353,0.332961,-0.025593,0.033793,0.454715,0.332961,0.228103,0.111567,-0.075537,0.260902,-0.084731,0.293204,-0.237794,0.033296,0.255933,-0.3429,-0.106349,-0.204498,-0.048702,p
-0.331767,-0.063965,-0.133503,-0.047244,-0.215781,-0.185524,-0.305225,-0.467127,-0.255593,-0.080686,-0.203307,0.162167,-0.291955,0.122355,0.035565,-0.187116,-0.36627,-0.113597,-0.218435,-0.052021,m
-0.109044,0.179127,-0.558286,0.010928,0.084812,-0.015798,-0.075547,0.218088,-0.228778,-0.072221,0.249447,0.145154,-0.19932,0.109519,-0.415745,0.244696,-0.327845,-0.101679,-0.195519,-0.046563,m
0.245735,-0.269656,-0.511042,-0.022399,-0.219639,-0.152008,0.291403,0.199633,0.404484,-0.066109,0.228338,0.132871,0.066109,0.100251,0.02914,-0.153313,-0.300101,-0.093075,-0.178973,-0.042623,p
-0.161195,0.00281,0.470592,-0.044952,-0.065321,0.421426,0.179106,0.008464,0.157683,-0.106761,-0.26901,0.214576,-0.109571,0.161898,0.047059,0.361724,0.051625,-0.150308,0.424937,-0.068833,p
-0.161508,0.09043,-0.17699,-0.036243,-0.046799,-0.023399,-0.40465,-0.306126,0.157989,-0.106968,-0.587622,0.214992,-0.202325,0.162212,0.04715,-0.248068,0.051725,-0.1506,-0.289588,-0.068966,p
0.312139,-0.203857,-0.138943,-0.035357,-0.14723,-0.193084,-0.087841,0.006657,0.124027,-0.083974,-0.211592,-0.356336,-0.278992,0.127342,-0.483402,-0.194742,-0.381197,-0.118226,-0.227337,-0.054141,p
0.33107,-0.070609,-0.14737,-0.030177,-0.188681,-0.204795,-0.33693,0.007061,-0.282142,-0.089067,-0.489281,-0.377947,-0.245812,0.135065,0.03926,-0.206553,0.043068,-0.125396,-0.241124,-0.057425,p
-0.345987,0.071135,-0.139225,-0.049269,-0.202333,-0.193476,-0.318308,0.254093,-0.266549,-0.084144,0.290629,-0.094385,-0.279558,0.1276,-0.484382,-0.195137,0.040688,-0.118466,-0.227798,-0.054251,m
-0.273006,-0.052635,0.09173,-0.006334,0.401864,0.39968,-0.069453,-0.384392,-0.210323,-0.066395,-0.167298,0.133445,-0.240245,0.100684,-0.382208,0.224957,0.032105,-0.093477,0.264269,-0.042807,p
-0.278219,-0.053641,-0.111955,-0.022925,-0.052973,-0.15558,-0.070779,0.204324,0.099936,-0.067663,0.233704,0.347217,0.576469,0.102607,0.449601,0.229252,0.032719,-0.095262,-0.183179,-0.043625,m
-0.222038,0.133933,-0.417431,0.008171,0.301971,0.325063,-0.204275,-0.154538,0.079756,-0.054,0.024868,0.108532,-0.164663,-0.420984,0.023802,0.49026,0.026112,-0.076026,-0.14619,-0.034816,p
-0.337593,-0.199315,-0.135847,-0.048073,-0.201205,-0.188782,-0.085884,0.247928,0.502338,-0.082103,0.03781,-0.348396,-0.202826,0.124504,0.03619,-0.190402,-0.372703,-0.115592,-0.222271,-0.052935,p
0.282321,0.312303,0.334788,-0.025734,0.557148,-0.17464,-0.07945,-0.217363,-0.240598,-0.075952,-0.191379,0.152653,-0.099937,-0.239099,0.033479,0.257337,0.036727,-0.106932,-0.20562,-0.048969,p
-0.254168,0.457503,-0.102277,-0.036194,0.04758,-0.142131,0.103701,0.186661,0.091297,-0.061814,0.213501,0.317202,0.186864,0.093737,0.410736,-0.143351,0.02989,0.47377,-0.167344,-0.039854,m
-0.065973,0.393827,-0.337771,0.006612,0.645358,-0.100469,-0.165292,0.003464,0.064536,-0.043695,0.150919,0.224223,0.283153,0.066261,-0.251532,-0.101331,0.021129,-0.061517,0.173916,-0.028172,m
0.211779,0.607224,-0.09427,-0.03336,0.470411,-0.131003,0.251136,-0.163051,0.084149,-0.056974,0.196786,-0.063908,0.106264,0.086398,0.025114,-0.132128,0.314857,-0.080214,0.226772,-0.036733,p
0.269037,-0.295227,-0.119757,-0.030475,-0.1269,-0.166422,-0.075711,-0.419032,0.44284,-0.072378,-0.182374,-0.081187,-0.30475,0.109758,-0.416651,-0.167851,0.034999,-0.101901,-0.195945,-0.046665,p
-0.344167,-0.066355,-0.138493,-0.049009,-0.200443,-0.192458,-0.316633,0.252756,-0.265146,-0.083701,0.038547,0.168229,-0.302867,0.126929,-0.481833,-0.19411,0.040474,-0.117843,0.333153,-0.053965,m
-0.134334,-0.070533,0.392173,-0.037461,-0.139309,-0.204574,-0.336567,-0.25462,0.131407,-0.088971,-0.224183,-0.37754,-0.117067,0.134919,0.039217,0.301447,-0.40388,-0.125261,-0.240865,-0.057363,m
-0.143485,-0.075337,0.418888,-0.032198,-0.224449,-0.218509,-0.099408,0.28697,0.581442,-0.095031,-0.239454,0.191,-0.070023,0.14411,0.041889,-0.220385,0.045953,-0.133794,-0.257272,-0.06127,m
0.272776,0.062038,0.323468,-0.024864,-0.089557,-0.016053,0.323468,0.2216,0.108386,-0.073384,0.253464,-0.082315,0.350022,-0.572104,0.032347,0.248636,0.035485,-0.103317,-0.198667,-0.047313,p
-0.210149,0.043207,-0.240411,-0.017316,-0.102721,-0.117516,0.085741,0.154334,0.075486,0.652304,0.176525,0.102721,-0.169801,-0.398443,-0.294209,-0.118524,-0.232005,-0.071955,-0.138362,-0.032951,m
-0.108481,0.178201,0.316697,-0.042069,0.081774,-0.165203,-0.465592,0.216961,0.439595,-0.071848,-0.181037,0.144405,-0.156694,0.108953,0.03167,0.243432,0.397053,-0.101154,-0.194509,-0.046323,m
-0.23839,-0.045962,-0.095928,-0.029179,0.286068,0.349002,0.255554,-0.335653,0.08563,-0.057976,0.200247,-0.065033,0.259368,0.087918,0.385238,-0.134452,0.028035,0.444358,0.230761,-0.037379,m
-0.14683,0.399863,0.428653,-0.048943,0.286622,-0.223603,-0.101725,0.007709,0.143631,-0.097247,0.335885,0.195453,-0.043505,0.147469,0.042865,0.329487,0.047024,-0.136913,0.387067,-0.062698,p
-0.083141,-0.013585,-0.091111,-0.027714,0.204683,0.331477,-0.356836,-0.318798,-0.431102,-0.055065,0.190192,-0.233664,0.389441,0.083503,0.024272,-0.1277,0.304307,-0.077526,0.219174,-0.035503,p
0.257648,-0.206119,-0.114688,-0.029185,-0.085731,-0.159377,-0.072506,-0.198366,0.102375,-0.069314,-0.174654,-0.294129,-0.211363,-0.540377,-0.399013,-0.160745,-0.31465,-0.097587,-0.18765,-0.044689,m
-0.111002,-0.178473,0.324057,-0.043046,-0.198304,-0.169042,0.123335,-0.210395,0.108583,-0.073517,0.033857,-0.311965,0.244252,0.111485,0.032406,0.249089,-0.33373,0.563472,-0.199029,-0.047399,p
-0.247552,0.247552,0.265376,-0.025349,0.207944,-0.138431,-0.227748,0.181802,-0.190714,0.354494,0.207944,0.308945,-0.217846,0.091297,-0.346573,0.203983,-0.273297,-0.084762,0.23963,-0.038816,m
-0.23298,0.23298,-0.093751,-0.033176,-0.001472,-0.130283,0.095056,-0.162154,0.083687,-0.056661,0.195703,0.290759,0.056661,-0.441731,0.376496,-0.131401,0.313125,0.434275,0.225525,-0.036531,p
-0.180669,-0.290487,-0.197988,-0.021255,-0.367241,-0.275136,-0.125169,0.361337,0.176732,-0.119658,-0.301508,0.240498,-0.192083,0.181456,0.052744,-0.277497,0.057861,-0.168467,-0.323944,-0.077148,m
-0.281081,-0.278832,-0.113107,-0.028783,-0.151109,-0.15718,-0.071507,-0.395762,0.100964,-0.068359,-0.172246,-0.290076,0.008972,-0.53293,0.030132,-0.15853,-0.310313,-0.096242,0.272086,-0.044073,p
-0.302956,0.302956,-0.12191,-0.024964,-0.083131,-0.169413,-0.077072,0.222491,-0.576829,-0.073679,0.254483,0.148085,-0.096946,0.11173,-0.424139,-0.170867,0.035628,-0.103732,-0.199466,-0.047504,m
-0.074181,0.282824,-0.231107,-0.024727,0.344237,-0.112968,-0.318379,-0.28444,0.072564,-0.049131,-0.123796,0.252117,0.276359,-0.383024,0.326459,-0.113938,0.271511,-0.069171,0.195552,-0.031676,p
-0.327296,-0.1283,0.350861,-0.033515,-0.212873,-0.183024,-0.083264,-0.227798,-0.623171,-0.079598,0.036657,-0.089286,-0.242722,0.120707,0.035086,0.269692,0.03849,-0.112066,-0.215491,-0.05132,p
0.260645,-0.208516,-0.116022,-0.035291,-0.030216,0.422107,-0.265258,-0.405961,-0.222125,-0.07012,0.242192,-0.297551,-0.092264,0.106334,-0.403654,-0.162615,0.033907,-0.098722,-0.189833,-0.045209,p
0.414934,-0.088495,-0.184701,-0.037821,0.172216,-0.256672,-0.422278,0.008849,0.164872,-0.111628,-0.281274,0.224358,-0.114566,0.169278,0.049205,-0.258875,0.053978,-0.157161,0.44431,-0.071971,p
-0.191672,0.039408,-0.077129,-0.019627,0.242273,0.280608,-0.176338,-0.269874,-0.147664,-0.046615,-0.117457,-0.052288,-0.074829,0.070689,0.020547,-0.108103,0.022541,-0.065629,0.185539,0.782022,p
-0.113931,-0.183183,-0.583305,-0.031772,-0.026559,-0.173502,-0.285447,0.227861,-0.239031,-0.075457,0.03475,-0.084641,-0.230095,0.114427,-0.434376,0.255662,0.036488,-0.106236,-0.204281,-0.04865,m
0.323657,-0.211379,-0.14407,-0.029501,-0.253197,-0.200209,-0.091082,0.262935,0.532745,-0.087072,-0.219399,-0.369484,-0.189898,0.13204,0.038381,-0.201927,0.042104,-0.122589,-0.235725,-0.056139,p
0.380748,0.254057,0.141517,0.015499,0.119616,-0.022407,-0.107149,-0.293142,0.151288,-0.102431,-0.2581,-0.114898,-0.282697,0.155332,0.045151,0.347054,-0.464984,-0.144213,-0.277306,-0.066041,p
0.112413,-0.302444,-0.168284,-0.042824,-0.236535,-0.233859,-0.384746,0.307128,-0.322183,-0.101707,-0.256274,-0.114085,-0.368018,0.154233,0.044831,-0.235866,0.049181,-0.143192,-0.275344,-0.065574,p
-0.119795,-0.149287,-0.131278,0.012006,-0.171993,0.147721,0.349727,-0.459344,0.485443,-0.079341,-0.199919,-0.336678,-0.012528,0.120317,0.034973,-0.183998,0.038366,-0.111704,0.315799,-0.051154,p
0.347807,-0.150819,-0.15482,-0.054787,0.031087,0.563263,-0.097878,0.007418,0.138199,-0.093569,-0.23577,0.480158,-0.176981,0.141893,0.041244,-0.216995,0.045246,-0.131736,-0.253314,-0.060328,p
-0.321755,-0.062034,0.344921,-0.032948,-0.104506,-0.179925,-0.081854,0.236297,-0.24788,-0.078251,0.270274,-0.332051,-0.259978,0.118663,-0.450457,0.265126,0.037838,-0.110169,-0.211843,-0.050451,m
0.339909,0.376006,0.403078,-0.053543,0.028095,-0.210263,0.15341,0.276139,0.135061,-0.091445,0.315845,0.183792,0.038503,0.138671,0.040308,0.309829,0.044218,-0.128744,0.363974,-0.058958,p
-0.209209,0.043013,0.224272,-0.025607,0.197493,-0.11699,-0.329713,-0.145609,0.075148,-0.05088,0.175735,0.261093,0.580764,0.077156,0.338082,0.172388,0.281177,-0.071633,0.202514,-0.032804,p
0.266162,-0.115415,0.315625,-0.030149,-0.040278,-0.164643,0.120126,-0.204921,-0.226826,0.421619,0.032976,0.143916,-0.237897,-0.558233,0.031563,0.242608,0.034625,-0.100812,-0.19385,-0.046166,p
-0.143336,-0.308219,-0.157076,-0.032165,-0.177062,-0.218282,-0.35912,0.286671,-0.300724,-0.094933,-0.239205,0.190802,-0.371611,0.14396,0.041845,-0.220156,0.045905,-0.133655,0.377857,-0.061207,m
0.125699,-0.183311,0.501299,-0.057238,-0.120836,0.211743,-0.118965,-0.325471,0.167973,-0.113728,-0.286564,0.228578,0.014927,0.172462,0.05013,-0.263743,0.054993,-0.160117,0.452666,-0.073324,p
0.229647,-0.149982,-0.102223,-0.036174,-0.081901,0.371906,0.272325,0.186563,-0.195708,-0.061781,0.213389,0.317035,0.29468,0.093688,0.410519,-0.143275,0.341422,-0.086981,0.245905,-0.039833,p
0.359931,0.08186,-0.160217,-0.040771,0.252589,-0.021182,-0.10129,0.292404,0.143017,-0.096831,-0.531934,0.194618,-0.295271,-0.304827,0.042682,-0.224559,0.046823,-0.136328,-0.262145,-0.062431,p
0.168079,-0.134464,0.199315,-0.026476,-0.107541,-0.103971,0.199315,0.003585,0.066786,-0.045218,0.15618,-0.191878,-0.046408,0.06857,0.019932,0.153205,-0.205265,0.346571,-0.122415,0.758589,p
-0.226931,-0.225116,-0.091317,-0.032315,-0.121998,0.332228,-0.357644,0.166658,-0.174828,-0.05519,0.025416,-0.061907,0.629962,0.083692,0.024327,-0.127989,0.304996,-0.077701,0.21967,-0.035583,p
-0.193799,-0.165892,0.207752,-0.027597,0.006961,-0.108372,0.07907,-0.272869,0.069613,-0.047132,0.162791,-0.2,0.047132,0.071473,0.020775,0.15969,-0.213954,-0.066357,-0.127597,0.790699,p
-0.09638,0.367463,0.281372,0.009659,0.19948,-0.146775,0.107089,-0.182682,-0.20221,-0.063834,-0.350665,-0.270873,0.10058,-0.49765,0.028137,0.216278,-0.289771,-0.089871,-0.172813,-0.041156,p
-0.430816,0.430816,-0.173361,-0.044116,0.232986,-0.240913,0.175773,0.316392,0.154749,-0.104775,-0.264004,-0.117527,-0.198176,0.158885,0.046184,-0.242981,0.050664,-0.147512,-0.28365,-0.067552,m
-0.251558,0.251558,0.26967,-0.02576,0.149727,-0.140671,-0.063996,0.00485,0.09036,0.780835,-0.154155,-0.068625,-0.133426,0.092774,0.026967,0.207284,0.029583,-0.086133,-0.165626,-0.039444,p
0.23226,-0.151688,0.275424,-0.036586,-0.170804,-0.143672,-0.404914,-0.36175,-0.197935,-0.062484,-0.157444,-0.070089,0.044397,0.094754,0.027542,-0.144906,-0.598121,-0.087971,-0.169159,-0.040286,p
0.278615,-0.181962,0.330393,-0.025396,-0.177524,0.451208,0.330393,0.226344,-0.237439,-0.074955,-0.188866,-0.318065,0.053257,0.113665,0.033039,0.253958,0.036245,-0.105528,0.29834,-0.048326,p
-0.227368,0.137148,-0.091493,-0.018735,-0.048202,-0.127144,0.243738,-0.320134,0.081671,0.70575,0.025465,-0.062026,0.055296,0.083853,0.024374,-0.128235,0.026738,0.423814,-0.149699,-0.035651,p
0.298039,0.067784,0.110776,0.012133,0.055388,-0.184362,-0.083873,-0.464202,0.118424,-0.08018,-0.202034,0.411452,-0.08229,0.121589,0.532778,-0.185945,0.038771,-0.112886,-0.217067,-0.051695,p
-0.340761,-0.201185,0.365296,-0.048524,0.022,-0.190554,-0.08669,0.00657,-0.262522,0.48797,-0.208819,-0.351666,-0.15675,0.125673,0.03653,0.280787,0.040074,-0.116677,-0.224357,-0.053431,m
0.346241,0.38301,0.128691,-0.03156,0.128385,-0.214179,-0.097438,0.281283,-0.295071,-0.093148,0.321729,-0.395267,-0.041672,0.141254,0.041059,0.3156,0.045042,-0.131143,-0.252174,-0.060056,p
0.048142,-0.177666,-0.072069,-0.025504,-0.130097,0.171935,-0.164771,-0.124653,0.266499,-0.043557,-0.109752,-0.18483,-0.107602,0.066052,0.019199,-0.101012,-0.416941,-0.061323,-0.117918,0.730722,p
0.089254,-0.130162,-0.133616,-0.007703,-0.128569,-0.185681,0.355954,0.243855,0.119271,-0.080754,0.278919,0.162305,0.10413,0.122459,-0.464866,-0.187274,0.446271,-0.113693,0.321421,-0.052065,p
-0.140816,-0.22641,0.411096,-0.054608,-0.138668,-0.020401,-0.352807,0.281632,0.137748,-0.093264,-0.512337,0.187448,-0.230398,0.141429,0.04111,-0.216286,0.045098,-0.131305,-0.252487,-0.060131,p
0.300109,-0.196,-0.62412,-0.033995,-0.048071,-0.185642,0.355881,-0.231057,0.119247,-0.080737,0.278862,-0.090564,-0.036119,0.122434,0.035588,0.27355,0.039041,-0.11367,-0.218575,-0.052054,p
-0.261793,-0.154563,-0.105345,-0.026808,-0.051521,-0.146395,-0.412586,0.005047,-0.201685,-0.063668,0.219906,0.326718,0.358133,0.096549,0.423057,-0.147651,0.35185,-0.089638,-0.172364,-0.041049,p
-0.153932,-0.080823,-0.168688,-0.059695,-0.264938,0.613716,-0.106646,0.307864,-0.322955,-0.101951,-0.256889,-0.114359,-0.075122,0.154603,0.044939,-0.236432,0.049298,-0.143536,-0.276005,-0.065731,m
-0.323168,0.066443,0.108584,-0.026629,-0.205793,-0.180716,-0.297315,0.237335,0.480874,-0.078594,0.271461,-0.333509,0.281803,-0.247418,0.034644,-0.182267,0.038005,-0.110653,-0.212774,-0.050673,m
-0.09972,0.488821,-0.109279,-0.027809,0.514892,-0.15186,-0.249842,-0.382367,-0.209216,-0.066045,-0.166417,0.132742,-0.182276,0.100154,0.029112,-0.153164,0.031936,-0.092985,0.262877,-0.042582,m
-0.148476,0.083133,0.13586,-0.033318,0.359059,-0.22611,-0.371998,-0.569318,0.145241,-0.098337,-0.247783,0.197644,-0.072459,0.149123,0.043346,-0.228051,0.047551,-0.138448,-0.266221,-0.063401,p
0.068259,0.05221,0.272222,-0.036161,-0.138752,0.371766,0.103607,0.186493,0.091215,-0.061758,-0.155614,-0.262065,0.026003,-0.481468,0.027222,0.209245,-0.280348,0.473342,-0.167193,-0.039818,m
0.280994,0.310834,0.333214,-0.025613,0.006242,0.455061,0.333214,0.228277,0.111652,-0.075595,-0.190479,0.151936,0.338187,0.114636,0.033321,-0.17531,0.036554,-0.10643,0.300887,-0.048739,p
-0.305171,0.549308,-0.122801,0.01123,0.089598,-0.170652,-0.280757,0.005884,-0.235104,-0.074218,0.256344,-0.083251,-0.246578,0.112547,-0.427239,-0.172116,0.035888,-0.104491,-0.200925,-0.047851,m
0.228434,0.252693,0.084905,0.009299,0.450804,-0.141306,-0.232477,-0.355791,-0.481127,-0.061455,-0.337597,0.123516,-0.134028,0.093193,0.027089,0.208219,0.029717,-0.086522,-0.166373,-0.039622,m
0.268414,-0.057246,-0.558206,0.010927,0.075298,-0.166037,-0.075536,-0.206655,0.106653,-0.072211,-0.181952,0.145134,0.009478,-0.227321,0.03183,0.244661,0.034918,0.553456,-0.195491,-0.046557,m
-0.199333,-0.078139,-0.080212,-0.016425,-0.125341,-0.111467,-0.183386,0.14639,0.296608,-0.048478,-0.122151,-0.205712,-0.119759,0.073514,0.021369,-0.112424,0.023442,-0.068252,-0.131241,0.813279,p
0.282005,-0.122285,0.334413,-0.025705,-0.15922,-0.174444,-0.079361,0.229098,0.112053,-0.075867,0.26204,0.389316,-0.011979,0.115048,0.504115,0.257049,0.036686,-0.106812,0.30197,-0.048914,p
-0.169211,-0.272064,0.493992,-0.029123,-0.241098,-0.257687,0.188012,0.338421,0.165524,-0.11207,0.051611,-0.12571,-0.309298,0.169948,0.049399,-0.259899,0.054192,-0.157783,-0.3034,-0.072256,p
-0.078199,0.212961,0.071555,-0.030326,0.291331,-0.01133,0.228295,-0.148221,0.076496,-0.051792,0.178888,0.104096,0.096599,0.07854,0.022829,0.764957,0.28622,-0.072918,0.206147,-0.033392,m
-0.132915,-0.069788,0.388032,-0.037066,-0.202703,-0.202414,-0.333012,0.265831,-0.278862,-0.088031,-0.483592,-0.098745,-0.217472,0.133495,0.038803,0.298263,0.042568,-0.123939,-0.238321,-0.056757,p
