@relation segment1-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute Class {m,p}

@data
0.197641,0.941654,0.333329,0,0.087445,0.002555,0.052179,0.000887,0.098632,0.081055,0.086168,0.128616,0.680962,0.095285,0.793174,0.121494,0.397991,0.910341,p
0.869546,0.39999,0,0,0.039917,0.000213,0.018639,0.00025,0.015489,0.002428,0.035367,0.007015,0.738807,0.230588,0.516137,0.03533,0.9471,0.137291,m
0.72727,0.412493,0,0,0.631176,0.378229,0.028576,0.000433,0.353196,0.336306,0.400606,0.318785,0.604485,0.442358,0.311205,0.40058,0.249247,0.169849,p
0.770755,0.491653,0,0,0.028511,0.000439,0.014909,0.000132,0.044153,0.057546,0.048608,0.026504,0.91232,0.163527,0.44782,0.054475,0.540137,0.35446,m
0.90908,0.924984,0,0,0.04943,0.000746,0.026089,0.00025,0.087773,0.064829,0.078811,0.119254,0.647392,0.109419,0.804557,0.112647,0.478219,0.929357,p
0.086969,0.566645,0,0,0.011406,0.000136,0.016152,0.000301,0.032017,0.029999,0.049358,0.015586,0.809702,0.22236,0.457309,0.050805,0.698447,0.248871,m
0.557311,0.091662,0,0,0.017105,0.000629,0.01118,0.000255,0.770959,0.705831,0.852733,0.745906,0.138056,0.705896,0.360544,0.852734,0.247785,0.106807,m
0.944664,0.283323,0,0,0.557031,0.041205,0.316769,0.112038,0.228509,0.177467,0.30339,0.197975,0.408585,0.54471,0.345354,0.303379,0.489064,0.127251,m
0.719369,0.333333,0,0,0.09125,0.0009,0.01118,0.000395,0.100681,0.080237,0.139189,0.079511,0.660443,0.340006,0.419353,0.139159,0.476781,0.153738,p
0.711468,0.066657,0,0,0.024715,0.000466,0.01118,0.000187,0.962554,0.966781,0.971297,0.947783,0.555977,0.401181,0.426948,0.971298,0.096256,0.130883,m
0.079068,0.920816,0,0,0.081746,0.002709,0.050936,0.001714,0.09448,0.082665,0.081754,0.119254,0.722021,0.092944,0.755218,0.112647,0.327922,0.89436,p
0.596845,0.029149,0,0,0.026608,0.000457,0.012423,0.000199,0.781551,0.709077,0.864532,0.762283,0.083965,0.714123,0.402288,0.86451,0.25468,0.098921,m
0.158107,0.274987,0.333329,0,0.060836,0.000656,0.036026,0.001137,0.034838,0.008918,0.067763,0.024948,0.643657,0.297648,0.504754,0.067731,0.891621,0.115732,m
0.18579,0.533329,0,0,0.083649,0.001696,0.040999,0.000759,0.336163,0.310369,0.400606,0.292281,0.548508,0.520008,0.242888,0.40058,0.310822,0.167877,p
0.529629,0.724989,0.333329,0,0.076039,0.002835,0.050936,0.000933,0.334354,0.321715,0.37998,0.29774,0.639923,0.429406,0.296015,0.379957,0.259201,0.178306,m
0.944664,0.558334,0,0,0.0133,0.000154,0.01118,0.000089,0.028397,0.038918,0.033146,0.013265,0.897382,0.161185,0.466798,0.03607,0.655548,0.349997,m
0.802359,0.604153,0,0,0.017105,0.00028,0.044728,0.000403,0.165247,0.126437,0.168643,0.198765,0.513051,0.187069,0.81594,0.187774,0.389041,0.992035,p
0.513827,0.474983,0,0,0.02091,0.000375,0.01118,0.000216,0.009554,0,0.02579,0.001556,0.764928,0.211771,0.519925,0.025772,1,0.153427,m
0.928833,0.274987,0,0,0.758557,0.015601,0.172672,0.006041,0.228509,0.220422,0.249647,0.213561,0.705216,0.287058,0.459203,0.249616,0.225251,0.154595,p
0.873497,0.1125,0.333329,0,0.019007,0.000407,0.047206,0.000496,0.791106,0.732585,0.871138,0.761492,0.177247,0.702352,0.326376,0.871138,0.235753,0.113189,m
0.27668,0.329166,0,0,0.095055,0.002089,0.114286,0.002363,0.157742,0.160449,0.192932,0.117698,0.802233,0.337644,0.27895,0.192923,0.420479,0.238702,m
0.027682,0.341668,0,0,0.028511,0.000461,0.023603,0.00067,0.138633,0.110211,0.191461,0.109892,0.593282,0.417656,0.362438,0.191443,0.480251,0.152441,p
0.031633,0.666667,0,0,0.051323,0.001013,0.062116,0.001184,0.320168,0.299024,0.379259,0.277486,0.585813,0.490602,0.252377,0.379246,0.307945,0.173507,m
0.505926,0.333333,0,0.500005,0.933456,0.758524,0.565215,0.272611,0.308804,0.280396,0.349055,0.293072,0.539172,0.397658,0.449714,0.349036,0.348881,0.121543,m
0.72332,0.333333,0,0,0.04182,0.000389,0.008702,0.000081,0.167829,0.129657,0.231242,0.137187,0.516785,0.475308,0.347248,0.231211,0.49,0.141312,p
0.249027,0.687481,0,0,0.079844,0.000927,0.02236,0.000666,0.353968,0.335488,0.413126,0.308658,0.593282,0.498829,0.231505,0.413097,0.294064,0.178514,m
0.596845,0.599986,0,0,0.017105,0.000615,0.240995,0.095077,0.05086,0.038918,0.072898,0.038978,0.735072,0.249404,0.489564,0.072908,0.5,0.155892,p
0.54546,0.724989,0,0,0.068437,0.000638,0.027332,0.001374,0.412333,0.380871,0.486745,0.363221,0.485082,0.585887,0.201144,0.486744,0.296438,0.162896,m
0.525678,0.387488,0,0,0.081746,0.001854,0.059629,0.002567,0.151807,0.152348,0.187797,0.11303,0.789182,0.340006,0.28842,0.187774,0.430411,0.230737,m
0.138355,0.558334,0,0,0.009504,0.000199,0.028576,0.001489,0.005935,0.002428,0.009577,0.005459,0.807834,0.150596,0.574965,0.009558,0.251849,0.086157,m
0.438738,0.07916,0,0,0.019007,0.000276,0.027332,0.000522,0.789562,0.735013,0.862311,0.763839,0.205216,0.66706,0.354843,0.862292,0.225388,0.110621,m
0.221344,0.691648,0,0,0.032316,0.000556,0.032305,0.001239,0.136584,0.115092,0.122256,0.172262,0.64179,0.095285,0.833024,0.162741,0.358995,0.916204,p
0.707518,0.437499,0,0,0.100754,0.001623,0.029819,0.00059,0.23133,0.212322,0.276158,0.201877,0.628739,0.401181,0.352949,0.276128,0.309452,0.163856,p
0.438738,0.774999,0,0,0.144485,0.003016,0.110565,0.002253,0.350881,0.325778,0.412376,0.309423,0.548508,0.509419,0.259972,0.412357,0.296324,0.163337,m
0.399204,0.699983,0.333329,0,0.06273,0.001542,0.054665,0.001358,0.34287,0.327388,0.396192,0.300852,0.617536,0.468242,0.256165,0.396171,0.282694,0.180278,m
0.687736,0.837489,0.333329,0,0.034219,0.000674,0.040999,0.000971,0.085724,0.072929,0.059657,0.125504,0.718287,0.027065,0.865279,0.118564,0.498767,0.842552,p
0.889328,0.30416,0,0,0.104559,0.004007,0.039756,0.001947,0.031751,0.011346,0.059657,0.021836,0.68283,0.272946,0.504754,0.059652,0.84774,0.123982,m
0.063237,0.220833,0,0,0.04943,0.001375,0.037269,0.001027,0.13166,0.128047,0.166421,0.098209,0.766795,0.329417,0.32827,0.166411,0.441096,0.216339,m
0.561262,0.729156,0,0,0.079844,0.002338,0.062116,0.001824,0.383164,0.35818,0.449935,0.335927,0.539172,0.542348,0.216315,0.449935,0.296256,0.170498,m
0.387353,0.57498,0,0,0.125469,0.004617,0.047206,0.001145,0.148959,0.121557,0.198817,0.122366,0.597016,0.405885,0.377609,0.198811,0.445183,0.151507,p
0.45454,0.474983,0,0,0.096958,0.000728,0.045963,0.000416,0.424735,0.383298,0.506649,0.377251,0.41232,0.624702,0.212527,0.506628,0.317215,0.150962,p
0.086969,0.308328,0,0,0.04943,0.001058,0.039756,0.000696,0.12522,0.137757,0.145074,0.091985,0.880597,0.256471,0.330183,0.145048,0.399749,0.278239,m
0.209493,0.508323,0,0,0.053226,0.001017,0.01118,0.00025,0.037419,0.026754,0.059657,0.024157,0.748143,0.247062,0.480075,0.059652,0.630479,0.167255,p
0.940713,0.466648,0,0,0.017105,0.000077,0.01118,0.000123,0.010566,0,0.027982,0.002347,0.757459,0.217656,0.518031,0.027963,1,0.147746,m
0.964417,0.491653,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.482223,0.762497,0,0,0.087445,0.0018,0.203726,0.005566,0.423963,0.396279,0.496322,0.373348,0.507469,0.578821,0.189761,0.49633,0.292374,0.169667,m
0.300412,0.104165,0,0,0.019007,0.000172,0.023603,0.000467,0.780274,0.716359,0.863782,0.75213,0.143657,0.716485,0.337759,0.863771,0.246347,0.110258,m
0.312264,0.25415,0,0,0.04182,0.001013,0.032305,0.000844,0.411295,0.374406,0.493379,0.359318,0.447757,0.62236,0.180272,0.493372,0.314612,0.160146,p
0.430837,0.770832,0,0.500005,0.125469,0.001877,0.154042,0.003508,0.365865,0.341979,0.43078,0.319576,0.552243,0.529417,0.22391,0.43079,0.297626,0.171509,m
0.470342,0.262485,0,0,0.011406,0.00009,0.01118,0.000059,0.710039,0.649921,0.816645,0.653946,0.192166,0.81059,0.136634,0.816635,0.276781,0.138276,m
0.146256,0.345836,0.333329,0,0.047528,0.001049,0.019882,0.000564,0.474823,0.445699,0.547872,0.4248,0.481347,0.594115,0.191655,0.547875,0.26726,0.163804,p
0.09092,0.225001,0,0,0.04182,0.001777,0.052179,0.001701,0.1451,0.146676,0.17747,0.109127,0.798498,0.32119,0.309292,0.177476,0.419429,0.231412,m
0.407105,0.420828,0,0,0.02091,0.000253,0.023603,0.000513,0.412333,0.380871,0.486023,0.363987,0.485082,0.582365,0.206826,0.486004,0.293676,0.162144,p
0.45059,0.716653,0,0,0.026608,0.000389,0.044728,0.001061,0.126258,0.102111,0.114871,0.161344,0.626872,0.107056,0.829237,0.152415,0.392374,0.92793,p
0.296433,0.529161,0,1,0.110267,0.003912,0.122988,0.001752,0.115159,0.072137,0.164229,0.104459,0.5,0.394115,0.495265,0.16422,0.609224,0.101515,m
0.249027,0.729156,0,0,0.074145,0.001958,0.152799,0.038655,0.214563,0.200976,0.251118,0.188613,0.671646,0.357642,0.379503,0.251095,0.276735,0.16754,m
0.418986,0.562501,0,0,0.064632,0.001017,0.047206,0.00095,0.148959,0.122374,0.196625,0.123922,0.602618,0.395296,0.388992,0.196621,0.432785,0.147616,p
0.640301,0.237479,0,0,0.06273,0.002229,0.034783,0.000696,0.395806,0.379261,0.452156,0.351513,0.593282,0.495306,0.237187,0.452125,0.265046,0.177943,p
0.418986,0.041652,0,0,0.022812,0.00052,0.026089,0.000297,0.883803,0.844406,0.940372,0.860492,0.279846,0.611771,0.36812,0.940348,0.184018,0.113138,m
0.877447,0.541664,0.333329,0,0.072243,0.001822,0.017396,0.000119,0.068665,0.043773,0.109736,0.049105,0.639923,0.34471,0.432649,0.109717,0.640228,0.143128,p
0.387353,0.604153,0,0,0.07034,0.002664,0.055908,0.003746,0.146378,0.122374,0.193682,0.119254,0.62127,0.392954,0.373821,0.193662,0.431324,0.156955,p
0.940713,0.679145,0,0,0.068437,0.001456,0.031062,0.000619,0.403284,0.367915,0.485273,0.349957,0.460828,0.619998,0.170783,0.485265,0.320251,0.163701,m
0.885377,0.045819,0,0,0.028511,0.000258,0.016152,0.000081,0.961782,0.970001,0.974239,0.939212,0.583946,0.418837,0.370014,0.974228,0.095183,0.148731,m
0.110672,0.766664,0,0,0.015202,0.000407,0.013666,0.000492,0.111779,0.105356,0.08836,0.142646,0.753725,0.045881,0.798876,0.13475,0.342306,0.837259,p
0.99207,0.524993,0,0,0.030414,0.000547,0.013666,0.000513,0.005163,0.002428,0.011799,0.000791,0.813436,0.164708,0.546498,0.011777,0.75,0.174026,p
0.332016,0.883332,0.333329,0,0.060836,0.001054,0.043485,0.00109,0.102757,0.0924,0.07659,0.140299,0.729471,0.030588,0.848195,0.132531,0.423128,0.841203,p
0.051386,0.249982,0,0,0.446765,0.010469,0.489442,0.011929,0.222042,0.186385,0.26658,0.208892,0.516785,0.397658,0.4725,0.26657,0.395662,0.107845,m
0.691687,0.924984,0.333329,0,0.04943,0.001158,0.058386,0.001374,0.087002,0.075382,0.055243,0.131728,0.725736,0,0.901341,0.124452,0.554886,0.830644,p
0.628449,0.125003,0,0,0.028511,0.000814,0.004972,0.000127,0.004897,0.004063,0.008106,0.002347,0.826487,0.148233,0.559775,0.008107,0.537032,0.201292,p
0.577064,0.316663,0,0,0.233833,0.006675,0.034783,0.001226,0.302071,0.276333,0.363767,0.261109,0.559692,0.498829,0.265654,0.363771,0.319703,0.16684,p
0.72727,0.379153,0,0,0.378327,0.074321,0.009945,0.000153,0.395806,0.37277,0.458041,0.351513,0.548508,0.523531,0.237187,0.458013,0.274361,0.16959,p
0.252977,0.549999,0,0,0.011406,0.000136,0.009945,0.000055,0.035104,0.04781,0.039031,0.018724,0.910452,0.158823,0.457309,0.044177,0.595251,0.358714,m
0.229245,0.36665,0,0,0.026608,0.000837,0.02236,0.000259,0.014185,0.000818,0.036838,0.003112,0.736939,0.24354,0.497159,0.036809,0.986119,0.150158,m
0.6324,0.529161,0,0,0.007601,0.000172,0.004972,0.000199,0.008517,0.003245,0.021376,0,0.794784,0.195296,0.516137,0.021335,1,0.183832,p
0.798408,0.341668,0,0,0.09125,0.006498,0.077025,0.008421,0.04724,0.023509,0.078811,0.036631,0.654841,0.294125,0.499053,0.078796,0.760205,0.119442,m
0.932784,0.333333,0,0,0.02091,0.000018,0.013666,0.000144,0.084686,0.055118,0.136968,0.057676,0.602618,0.402362,0.377609,0.136969,0.634475,0.150521,p
0.683786,0.695816,0,0,0.047528,0.002709,0.111808,0.007505,0.136318,0.123984,0.120035,0.165247,0.705216,0.085877,0.783685,0.156113,0.298973,0.892855,p
0.332016,0.891667,0,0,0.051323,0.001013,0.036026,0.000933,0.112817,0.105356,0.084696,0.149661,0.746275,0.023521,0.842513,0.141378,0.401164,0.828517,p
0.359699,0.212498,0,0,0.064632,0.00132,0.042242,0.000522,0.860835,0.819288,0.923439,0.833197,0.272397,0.635292,0.337759,0.923423,0.193699,0.117652,m
0.308313,0.595818,0,0,0.038015,0.001596,0.003729,0.000059,0.005163,0.003245,0.010327,0.001556,0.819038,0.157642,0.55218,0.010298,0.288881,0.188787,p
0.027682,0.379153,0,0,0.064632,0.001868,0.043485,0.002354,0.124953,0.13533,0.145074,0.093541,0.865679,0.257652,0.34346,0.145048,0.39032,0.268147,m
0.782606,0.358315,0.333329,0,0.093153,0.001266,0.01118,0.000132,0.333316,0.335488,0.358633,0.30399,0.742541,0.331758,0.349142,0.358622,0.199361,0.202693,p
0.387353,0.38332,0,0,0.034219,0.000402,0.018639,0.000314,0.449247,0.425436,0.517698,0.399061,0.526121,0.56589,0.191655,0.517665,0.271575,0.171509,p
0.731221,0.674978,0,0,0.04943,0.000837,0.047206,0.001434,0.119524,0.098865,0.103101,0.156676,0.652993,0.081173,0.844407,0.148006,0.396438,0.902688,p
0.592895,0.549999,0,0,0.0133,0.000063,0.01118,0.000025,0.039495,0.055118,0.042723,0.021045,0.929105,0.156481,0.442138,0.050065,0.601187,0.377289,m
0.996049,0.791646,0,0,0.102656,0.002713,0.063359,0.001684,0.306462,0.286068,0.357161,0.272027,0.595149,0.447062,0.313099,0.357143,0.280822,0.163908,m
0.750973,0.374985,0,0,0.038015,0.000787,0.024846,0.000857,0.313967,0.284433,0.378509,0.273583,0.529856,0.515304,0.269461,0.378506,0.32274,0.159472,p
0.304363,0.204163,0,0,0.015202,0.000208,0.017396,0.00028,0.76529,0.726095,0.849791,0.712387,0.319038,0.717646,0.157506,0.849775,0.223356,0.147279,m
0.853744,0.274987,0,0,0.053226,0.002763,0.037269,0.000386,0.280407,0.271477,0.319602,0.247079,0.68283,0.385887,0.322588,0.319594,0.269201,0.186712,p
0.711468,0.01667,0,0,0.028511,0.000213,0.032305,0.000887,0.978043,0.976491,0.991173,0.964134,0.511203,0.425883,0.432649,0.991182,0.104635,0.119805,m
0.304363,0.25415,0,0,0.038015,0.001017,0.023603,0.000526,0.875286,0.841161,0.931545,0.847227,0.319038,0.608248,0.333971,0.93153,0.179338,0.121439,m
0.541509,0.041652,0,0,0.022812,0.000764,0.02236,0.000373,0.887422,0.847652,0.948478,0.859701,0.276112,0.634131,0.335865,0.948455,0.187854,0.118326,m
0.683786,0.558334,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.173909,0.324998,0,0,0.026608,0.000344,0.017396,0.000344,0.015995,0.000818,0.042723,0.002347,0.723888,0.263537,0.478181,0.042698,0.986119,0.154491,m
0.169959,0.283323,0,0,0.015202,0.000348,0.017396,0.000293,0.751078,0.684775,0.838742,0.720958,0.136189,0.729417,0.324482,0.838738,0.258082,0.11184,m
0.237146,0.774999,0,0,0.04943,0.001528,0.058386,0.001391,0.345718,0.322533,0.407962,0.301643,0.563426,0.51176,0.240994,0.407948,0.302922,0.171561,m
0.486173,0.791646,0,0,0.066535,0.001976,0.045963,0.000942,0.124687,0.102111,0.098687,0.173818,0.638056,0.036473,0.931703,0.16422,0.439726,0.876537,p
0.126503,0.345836,0,0,0.045625,0.000213,0.057143,0.001184,0.041039,0.023509,0.051551,0.046783,0.699634,0.191773,0.618603,0.051545,0.609795,0.029264,m
0.391303,0.470815,0,0,0.009504,0.000063,0.02236,0.000322,0.049316,0.059973,0.058185,0.029616,0.89178,0.185887,0.432649,0.059652,0.531164,0.316816,m
0.833992,0.291658,0,0,0.024715,0.000109,0.018639,0.000059,0.642652,0.563219,0.784999,0.56742,0.080231,0.96589,0,0.784975,0.3479,0.143854,m
0.553361,0.083327,0,0,0.04943,0.000389,0.027332,0.000857,0.884069,0.854142,0.935958,0.856589,0.345159,0.58941,0.337759,0.935939,0.170708,0.123126,m
0.944664,0.06249,0,0,0.04182,0.001017,0.019882,0.000153,0.954304,0.955435,0.971297,0.933753,0.537305,0.438835,0.385204,0.971298,0.106096,0.136564,m
0.90513,0.704151,0.333329,0,0.038015,0.000525,0.043485,0.000912,0.096556,0.070501,0.086889,0.131728,0.623138,0.108237,0.83113,0.124452,0.486895,0.928734,p
0.01188,0.741659,0,0,0.07034,0.003916,0.262112,0.082664,0.184356,0.171002,0.218722,0.160579,0.68283,0.340006,0.396587,0.218695,0.271484,0.158356,m
0.411056,0.758329,0,0,0.110267,0.001922,0.064602,0.001574,0.41904,0.387361,0.497793,0.365543,0.481347,0.608248,0.168889,0.497781,0.30847,0.167281,m
0.537559,0.229168,0,0,0.089347,0.003066,0.065845,0.002804,0.198036,0.184775,0.25331,0.151982,0.679095,0.44354,0.233399,0.253314,0.430571,0.201318,m
0.667984,0.895811,0,0,0.053226,0.001438,0.053422,0.000933,0.082876,0.073747,0.053022,0.123157,0.744408,0.008227,0.869087,0.116345,0.548333,0.825429,p
0.569163,0.599986,0,0.500005,0.1692,0.035915,0.222365,0.087569,0.078751,0.056728,0.116342,0.060022,0.656708,0.330598,0.438331,0.116345,0.747306,0.151715,p
0.924882,0.454169,0,0,0.015202,0.000344,0.01118,0.000216,0.01006,0,0.026511,0.002347,0.761193,0.212952,0.521819,0.026512,1,0.149043,m
0.418986,0.491653,0,0,0.019007,0.000565,0.019882,0.000632,0.046468,0.061583,0.050079,0.02806,0.923503,0.160004,0.442138,0.055954,0.530548,0.369377,m
0.885377,0.970827,0,0,0.115965,0.002211,0.067088,0.001099,0.085458,0.075382,0.061878,0.120045,0.736939,0.038815,0.827323,0.113387,0.48016,0.844783,p
0.474322,0.424996,0,0,0.058934,0.001542,0.065845,0.001103,0.141215,0.145883,0.168643,0.107571,0.820885,0.296467,0.326376,0.168629,0.396598,0.244876,m
0.387353,0.779167,0,0,0.172996,0.006489,0.126709,0.004179,0.406664,0.378443,0.479388,0.356206,0.509336,0.576479,0.191655,0.479376,0.299658,0.169278,m
0.845843,0.466648,0,0,0.011406,0.000136,0.014909,0.000034,0.009554,0,0.02504,0.002347,0.764928,0.208248,0.525626,0.025033,1,0.146786,m
0.35572,0.98333,0,0,0.09125,0.001257,0.049692,0.001031,0.08804,0.069709,0.082475,0.111474,0.679095,0.125894,0.745729,0.105308,0.401826,0.939682,p
0,0.433331,0.333329,0,0.06273,0.00241,0.049692,0.00358,0.115399,0.114274,0.144353,0.085735,0.789182,0.297648,0.356737,0.145048,0.425548,0.25118,m
0.422936,0.416661,0,0,0.019007,0.000163,0.057143,0.00028,0.026588,0.029999,0.036838,0.012474,0.848874,0.187069,0.474393,0.036809,0.715616,0.269782,m
0.391303,0.762497,0,0,0.058934,0.002614,0.072052,0.001082,0.429127,0.399525,0.505178,0.37646,0.492531,0.597658,0.174571,0.505149,0.295913,0.168137,m
0.426887,0.370817,0,0,0.032316,0.000493,0.009945,0.000293,0.398387,0.376016,0.461705,0.352303,0.552243,0.529417,0.22391,0.461711,0.278973,0.171276,p
0.379452,0.437499,0,0,0.024715,0.000199,0.012423,0.000153,0.046202,0.055118,0.055964,0.027295,0.880597,0.18941,0.438331,0.056693,0.54653,0.303897,m
0.209493,0.333333,0,0,0.04943,0.001551,0.018639,0.000187,0.022702,0.004063,0.053022,0.008571,0.697767,0.282354,0.474393,0.053024,0.944817,0.143958,m
0.466392,0.658332,0,0,0.039917,0.00099,0.02236,0.000666,0.180976,0.152348,0.1657,0.224478,0.578364,0.101171,0.888045,0.212067,0.347785,0.927256,p
0.486173,0.716653,0,0,0.060836,0.000434,0.050936,0.003029,0.126763,0.103746,0.1134,0.1629,0.634321,0.097648,0.836812,0.153894,0.389886,0.918669,p
0.470342,0.404158,0.333329,0,0.02091,0.000647,0.021125,0.00011,0.152845,0.153166,0.187047,0.116142,0.787315,0.331758,0.30361,0.187034,0.412146,0.228428,m
0.573113,0.537496,0,0,0.036121,0.000466,0.02236,0.00042,0.044153,0.057546,0.048608,0.026504,0.91232,0.163527,0.44782,0.054475,0.537009,0.358403,m
0.45059,0.766664,0,0,0.131176,0.00298,0.088205,0.00123,0.398121,0.374406,0.464676,0.349957,0.542907,0.54471,0.208739,0.464641,0.288356,0.172677,m
0.588944,0.554166,0,0,0.019007,0.000072,0.013666,0.00011,0.017539,0.000818,0.043444,0.00625,0.712685,0.259994,0.495265,0.043437,0.986119,0.139677,m
0.442689,0.466648,0.333329,0,0.04943,0.000624,0.043485,0.001239,0.413637,0.378443,0.488966,0.367099,0.458961,0.590592,0.220122,0.488963,0.299155,0.156514,p
0.802359,0.004168,0,0,0.026608,0.000525,0.039756,0.000568,0.88846,0.842797,0.948478,0.867507,0.235072,0.629427,0.385204,0.948455,0.192511,0.107664,m
0.288532,0.46248,0,0,0.04182,0.001253,0.029819,0.000505,0.112578,0.058364,0.187797,0.08497,0.423503,0.518827,0.371927,0.187774,0.718219,0.12393,m
0.873497,0.558334,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.830041,0.812484,0,0,0.032316,0.00114,0.048449,0.000793,0.112046,0.098865,0.096466,0.14109,0.707084,0.083535,0.785579,0.133271,0.327352,0.889197,p
0.794458,0.758329,0,0,0.038015,0.000755,0.075782,0.001799,0.290733,0.276333,0.335785,0.256441,0.64179,0.416475,0.314993,0.33578,0.278379,0.17649,m
0.098821,0.233336,0.333329,0,0.034219,0.000895,0.054665,0.002299,0.139405,0.142638,0.171585,0.102112,0.811569,0.318827,0.299822,0.171559,0.436941,0.238572,m
0.853744,0.49582,0,0,0.079844,0.002555,0.032305,0.000344,0.148959,0.115092,0.211337,0.115351,0.552243,0.465879,0.326376,0.211327,0.505434,0.152649,p
0.474322,0.212498,0,0,0.019007,0.000208,0.024846,0.000407,0.874248,0.848469,0.919746,0.849574,0.376862,0.556481,0.358631,0.919753,0.161667,0.122269,m
0.913031,0.683313,0,0,0.039917,0.000629,0.063359,0.001565,0.107149,0.090765,0.08986,0.14109,0.686564,0.074127,0.821641,0.133271,0.38742,0.887485,p
0.956515,0.454169,0,0,0.152086,0.004395,0.034783,0.001324,0.333582,0.326596,0.373345,0.29774,0.679095,0.401181,0.301716,0.373329,0.24532,0.190292,p
0.612647,0.087495,0,0,0.026608,0.000163,0.058386,0.000751,0.950152,0.946517,0.969825,0.931407,0.505602,0.450585,0.398481,0.969819,0.113059,0.128159,m
0.541509,0.437499,0,0,0.02091,0.000154,0.009945,0.000153,0.045164,0.055118,0.054493,0.025738,0.888066,0.187069,0.434543,0.055214,0.559178,0.311109,m
0.833992,0.949989,0,0,0.066535,0.001465,0.052179,0.002036,0.072284,0.055936,0.06407,0.096653,0.697767,0.109419,0.753324,0.091313,0.445982,0.918409,p
0.952565,0.570813,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.774705,0.458312,0,0,0.741443,0.01751,0.021125,0.000653,0.286075,0.273113,0.327708,0.254094,0.652993,0.398819,0.332077,0.327673,0.280571,0.176049,p
0.877447,0.724989,0,0,0.017105,0.000353,0.053422,0.001502,0.090355,0.084275,0.06482,0.123157,0.763061,0.030588,0.814046,0.116345,0.445411,0.819774,p
0.699588,0.487485,0,0,0.015202,0.000344,0.019882,0.000153,0.041305,0.057546,0.042723,0.024157,0.932839,0.148233,0.451608,0.052284,0.563721,0.389976,m
0.067216,0.804148,0,0,0.087445,0.001216,0.062116,0.000831,0.40355,0.375198,0.477196,0.352303,0.509336,0.580002,0.185954,0.477158,0.302534,0.168837,m
0.924882,0.291658,0,0,0.047528,0.000421,0.017396,0.000216,0.024272,0.007308,0.049358,0.01403,0.708951,0.257652,0.502861,0.049326,0.88121,0.133658,m
0.003951,0.354147,0,0,0.131176,0.01339,0.052179,0.005417,0.036408,0.015409,0.06482,0.026504,0.677247,0.276469,0.504754,0.064801,0.824795,0.119779,m
0.573113,0.470815,0,0,0.017105,0.000167,0.008702,0.000081,0.042077,0.054301,0.048608,0.023392,0.904851,0.172935,0.440225,0.050805,0.563493,0.339024,m
0.486173,0.629159,0.333329,0,0.047528,0.00114,0.044728,0.000641,0.069969,0.058364,0.096466,0.053007,0.731338,0.275288,0.451608,0.096461,0.479932,0.170394,p
0.205542,0.512491,0,0,0.074145,0.000303,0.006216,0.000013,0.048544,0.034037,0.074369,0.035075,0.718287,0.26706,0.478181,0.074359,0.587237,0.152052,p
0.636351,0.941654,0.333329,0,0.077941,0.001153,0.059629,0.00185,0.092165,0.079419,0.066292,0.131728,0.71642,0.029406,0.863385,0.124452,0.472831,0.845198,p
0.806309,0.604153,0,0,0.074145,0.001289,0.044728,0.001701,0.127295,0.098073,0.114871,0.168359,0.591415,0.102352,0.872874,0.159043,0.440571,0.926711,p
0.225295,0.470815,0.333329,0,0.038015,0.001149,0.012423,0.000344,0.007984,0.000818,0.018405,0.003903,0.781713,0.183525,0.548392,0.018405,0.984132,0.144866,m
0.521728,0.708318,0,0,0.081746,0.002184,0.106836,0.002066,0.287619,0.27554,0.328429,0.25565,0.658575,0.395296,0.332077,0.328412,0.265616,0.175582,m
0.6324,0.324998,0,0,0.159697,0.00516,0.003729,0.000204,0.021691,0.021081,0.02504,0.018724,0.822753,0.152938,0.555987,0.025033,0.097648,0.193691,p
0.154157,0.024981,0,0,0.043722,0.000959,0.032305,0.000802,0.49159,0.455435,0.573662,0.438804,0.427238,0.641177,0.170783,0.573647,0.286233,0.158771,p
0.592895,0.19166,0,0,0.036121,0.000782,0.036026,0.000301,0.700218,0.628839,0.810039,0.651599,0.117536,0.823542,0.191655,0.810007,0.294521,0.126939,m
0.407105,0.512491,0,0,0.017105,0.000185,0.018639,0.000204,0.012376,0.000818,0.02579,0.009362,0.74999,0.198819,0.555987,0.025772,0.977785,0.104369,m
0.347819,0.133314,0,0,0.036121,0.00033,0.019882,0.000246,0.746953,0.686385,0.849791,0.695245,0.177247,0.801181,0.166995,0.849775,0.266027,0.133684,m
