@relation phoneme-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute class {p,m}

@data
0.37461,0.405101,0.700466,0.124555,0.114785,m
0.336384,0.283849,0.481128,0.647723,0.568991,m
0.373037,0.707105,0.227904,0.498781,0.572217,p
0.374086,0.827595,0.259772,0.500552,0.271023,p
0.377177,0.359236,0.1467,0.131978,0.124802,m
0.331879,0.405604,0.861414,0.167647,0.474804,p
0.351002,0.316311,0.725478,0.629028,0.569793,p
0.410424,0.043062,0.667217,0.160635,0.234044,m
0.423704,0.680754,0.230086,0.308506,0.358387,p
0.708039,0.459338,0.413938,0.410039,0.295086,p
0.316788,0.344035,0.466012,0.47543,0.684617,m
0.429951,0.46603,0.298232,0.335818,0.305287,p
0.492095,0.685697,0.278004,0.517802,0.458732,p
0.312811,0.315276,0.536773,0.839996,0.150569,m
0.323653,0.424546,0.72812,0.242153,0.320799,p
0.452833,0.68098,0.275377,0.274946,0.499744,p
0.427552,0.679014,0.668684,0.261117,0.320799,p
0.758239,0.191218,0.400642,0.385842,0.285111,p
0.35042,0.496706,0.821673,0.203587,0.320799,p
0.332067,0.380693,0.740597,0.231562,0.247248,p
0.322969,0.328742,0.213657,0.112814,0.579784,m
0.767366,0.279263,0.394477,0.402674,0.305117,p
0.43988,0.6089,0.290623,0.429668,0.271012,p
0.313457,0.358765,0.151043,0.819804,0.066274,p
0.398113,0.336544,0.746109,0.677716,0.634756,m
0.353443,0.428809,0.690251,0.214868,0.23983,m
0.331881,0.285728,0.480316,0.710092,0.561732,m
0.344803,0.78108,0.251248,0.424331,0.369796,p
0.895216,0.314694,0.339629,0.344248,0.310553,p
0.397633,0.343092,0.643962,0.481182,0.223706,m
0.354986,0.653699,0.567439,0.21033,0.647889,p
0.329219,0.465278,0.809543,0.212039,0.246545,p
0.77611,0.368623,0.42099,0.402021,0.460883,p
0.314647,0.312405,0.594376,0.883054,0.320799,p
0.389742,0.685329,0.285773,0.320258,0.289734,p
0.556834,0.500673,0.28014,0.447457,0.176403,m
0.488485,0.648672,0.654541,0.290643,0.278936,m
0.83993,0.184431,0.340915,0.37914,0.302283,p
0.412558,0.445674,0.668509,0.286581,0.254116,m
0.372212,0.672991,0.265036,0.681267,0.218016,p
0.355063,0.353338,0.664162,0.517302,0.450813,m
0.398273,0.784552,0.214199,0.551639,0.223709,m
0.351322,0.552154,0.469738,0.420621,0.286564,p
0.571709,0.444589,0.650887,0.521257,0.529911,m
0.37196,0.444926,0.460114,0.245083,0.320799,m
0.646755,0.437553,0.422937,0.411992,0.304259,p
0.323166,0.403974,0.855295,0.199799,0.320799,p
0.32932,0.416185,0.754042,0.236022,0.320799,p
0.348608,0.684181,0.265065,0.482073,0.275096,p
0.363729,0.457625,0.526236,0.455209,0.286478,p
0.312661,0.310516,0.276679,0.852904,0.320799,p
0.501118,0.647107,0.298022,0.323537,0.379417,p
0.338625,0.316497,0.755565,0.585789,0.471199,m
0.31745,0.404199,0.750256,0.21994,0.255575,p
0.440337,0.327725,0.683853,0.779283,0.512364,m
0.417179,0.42446,0.648177,0.146685,0.687345,m
0.342869,0.383039,0.71536,0.541632,0.447931,p
0.336367,0.316909,0.586254,0.130265,0.90466,m
0.346954,0.440596,0.68045,0.659813,0.165046,m
0.268064,0.459164,0.881621,0.17122,0.202299,p
0.705573,0.305622,0.412609,0.341044,0.339631,p
0.777531,0.360418,0.333626,0.4086,0.298887,p
0.317013,0.281886,0.453914,0.597401,0.736991,p
0.318346,0.492068,0.690739,0.52975,0.320799,p
0.254128,0.610909,0.270822,0.299871,0.320799,p
0.325572,0.381008,0.516009,0.653534,0.539778,m
0.518904,0.427366,0.314596,0.382769,0.304638,p
0.321103,0.398505,0.878359,0.207202,0.320799,p
0.45599,0.653336,0.283801,0.454087,0.602033,p
0.346808,0.628132,0.569092,0.486649,0.388627,p
0.352812,0.338144,0.858323,0.189113,0.499248,m
0.345244,0.408849,0.51692,0.783368,0.653382,m
0.837479,0.186199,0.384262,0.380511,0.299355,p
0.361859,0.54543,0.605272,0.462591,0.249876,p
0.369669,0.336004,0.770774,0.55935,0.487214,m
0.515735,0.42501,0.207793,0.223461,0.241879,p
0.319602,0.466556,0.59346,0.48491,0.267219,p
0.329689,0.443143,0.504584,0.678685,0.511754,m
0.363914,0.398294,0.93526,0.585206,0.228592,p
0.346415,0.695175,0.270678,0.314965,0.254612,p
0.643281,0.535218,0.505734,0.321386,0.359106,p
0.335647,0.32957,0.739649,0.734909,0.178128,p
0.47598,0.72345,0.27901,0.312571,0.380435,p
0.534218,0.389137,0.659268,0.672978,0.157979,m
0.337437,0.527614,0.597461,0.465225,0.320799,p
0.51728,0.658597,0.52256,0.504717,0.272448,p
0.369948,0.35105,0.619233,0.593257,0.837452,m
0.311147,0.312899,0.548343,0.358756,0.320799,p
0.702198,0.346515,0.338716,0.34264,0.332448,p
0.326924,0.350021,0.515885,0.271517,0.690515,m
0.322821,0.358704,0.580245,0.709684,0.175539,m
0.35854,0.403569,0.766628,0.59067,0.452575,p
0.334252,0.322148,0.495309,0.874306,0.106277,p
0.827333,0.184019,0.393645,0.386494,0.294943,p
0.395007,0.637056,0.488782,0.444613,0.320799,p
0.855251,0.192268,0.397638,0.384427,0.291497,p
0.327302,0.331722,0.562111,0.803106,0.169601,p
0.346055,0.489336,0.739958,0.233667,0.320799,p
0.648334,0.32363,0.339998,0.390602,0.301799,p
0.326759,0.41057,0.485579,0.621192,0.320799,m
0.794893,0.327166,0.337855,0.387028,0.305907,p
0.390171,0.575186,0.564622,0.240785,0.790586,p
0.407764,0.611051,0.286848,0.323768,0.350048,p
0.700243,0.440926,0.439344,0.587439,0.251997,p
0.437251,0.421878,0.628422,0.103646,0.696341,m
0.583577,0.526133,0.676432,0.279752,0.279716,p
0.469452,0.615712,0.255626,0.405435,0.383705,p
0.360521,0.539141,0.671476,0.260922,0.257664,p
0.381488,0.434646,0.554833,0.648374,0.753586,m
0.306766,0.286874,0.451488,0.200683,0.776387,p
0.346598,0.60709,0.296251,0.31704,0.293741,p
0.325305,0.326167,0.484883,0.802246,0.567459,p
0.324622,0.480826,0.772082,0.556583,0.320799,p
0.334921,0.332398,0.45364,0.579154,0.584998,p
0.741803,0.29562,0.386919,0.379819,0.342537,p
0.388383,0.722191,0.270369,0.31737,0.289672,p
0.342112,0.338245,0.794621,0.633276,0.458875,p
0.237669,0.129687,0.631076,0.214137,0.203313,p
0.828101,0.180931,0.342243,0.342177,0.307538,p
0.333798,0.498885,0.49092,0.419939,0.362958,p
0.484799,0.628928,0.294059,0.421137,0.281881,p
0.338843,0.465981,0.935319,0.152048,0.320799,p
0.302229,0.268636,0.402739,0.469105,0.659593,p
0.669084,0.344313,0.339562,0.382313,0.336584,p
0.319525,0.353086,0.622773,0.74321,0.320799,m
0.611635,0.27622,0.348657,0.380744,0.302434,p
0.33586,0.416961,0.932277,0.194566,0.320799,p
0.329964,0.291557,0.492814,0.729551,0.578173,m
0.458928,0.463566,0.30419,0.33126,0.304043,p
0.327216,0.336317,0.653262,0.502182,0.642118,m
0.353688,0.542757,0.472852,0.305229,0.292056,p
0.500726,0.418216,0.321417,0.34003,0.306966,p
0.795662,0.310875,0.342087,0.376985,0.308435,p
0.399459,0.529788,0.247655,0.305911,0.280125,p
0.45453,0.478053,0.678915,0.654508,0.207014,m
0.38997,0.304158,0.741449,0.231771,0.428659,m
0.344868,0.393053,0.866404,0.20727,0.190972,m
0.39618,0.624236,0.649961,0.305026,0.282874,p
0.26558,0.470344,0.818718,0.189806,0.320799,p
0.30437,0.282791,0.44825,0.25582,0.320799,p
0.305665,0.298648,0.424768,0.455008,0.320799,p
0.352098,0.395931,0.878291,0.129452,0.218483,p
0.384277,0.834809,0.245131,0.304411,0.279703,p
0.381143,0.624805,0.766801,0.246272,0.25859,p
0.348275,0.540035,0.487901,0.41974,0.296737,p
0.596789,0.446006,0.31764,0.403044,0.361672,p
0.332562,0.544676,0.692997,0.516922,0.411079,p
0.390728,0.391917,0.765027,0.238202,0.26436,m
0.258557,0.534641,0.162431,0.213216,0.242013,p
0.356683,0.415245,0.920338,0.180292,0.320799,p
0.313331,0.338587,0.5283,0.916347,0.111869,p
0.369659,0.367489,0.567883,0.716469,0.194976,m
0.359105,0.602593,0.280529,0.407413,0.288841,p
0.329855,0.442333,0.54475,0.613048,0.203273,p
0.346175,0.399749,0.669483,0.60073,0.161272,m
0.334401,0.351735,0.795035,0.204433,0.456836,m
0.515665,0.441944,0.320116,0.384638,0.34452,p
0.402324,0.580532,0.290842,0.321989,0.320799,p
0.385448,0.426079,0.677669,0.243299,0.253975,m
0.279631,0.202234,0.44884,0.2522,0.320799,p
0.33763,0.39092,0.907564,0.18156,0.320799,p
0.41576,0.460566,0.718232,0.229213,0.269415,p
0.355643,0.342024,0.738379,0.57574,0.222602,p
0.434801,0.6106,0.563423,0.649404,0.211817,m
0.320139,0.298918,0.454569,0.22234,0.76905,p
0.408939,0.604606,0.537563,0.302275,0.289219,p
0.328412,0.286735,0.488348,0.766425,0.64966,m
0.720942,0.325913,0.409456,0.378427,0.338531,p
0.388552,0.448435,0.661502,0.259752,0.634184,m
0.354781,0.40516,0.645033,0.593432,0.229949,m
0.308903,0.340102,0.590008,0.62711,0.320799,m
0.402342,0.350989,0.744313,0.70645,0.502084,m
0.693567,0.610592,0.308747,0.326449,0.299862,p
0.311471,0.31407,0.622204,0.603884,0.233626,p
0.345352,0.394019,0.59638,0.884704,0.117448,m
0.313501,0.292688,0.477421,0.847759,0.162294,p
0.367843,0.681643,0.58144,0.540856,0.320799,p
0.315208,0.330732,0.637148,0.661903,0.213342,p
0.329343,0.33528,0.500005,0.663483,0.634514,m
0.315543,0.32284,0.495428,0.737296,0.152305,m
0.313024,0.281048,0.473267,0.674341,0.594266,p
0.502846,0.674884,0.516734,0.554594,0.260954,m
0.404576,0.541498,0.660941,0.257009,0.200506,p
0.332466,0.445508,0.74453,0.233866,0.187051,p
0.356114,0.530226,0.524294,0.443162,0.320799,p
0.3805,0.566475,0.595462,0.288593,0.252681,m
0.330272,0.290605,0.456164,0.610642,0.781698,m
0.369503,0.401761,0.772399,0.576161,0.648019,m
0.72469,0.48437,0.459421,0.394565,0.395441,p
0.383898,0.810331,0.248022,0.559983,0.252832,p
0.3317,0.38027,0.565928,0.817671,0.136342,m
0.445128,0.735793,0.280499,0.319548,0.29151,p
0.806074,0.325773,0.336279,0.337605,0.306214,p
0.337001,0.301431,0.516228,0.578066,0.517279,m
0.314313,0.310822,0.450808,0.614473,0.320799,p
0.275197,0.136375,0.130359,0.050338,0.162655,p
0.341017,0.35279,0.786218,0.202939,0.439879,m
0.715737,0.401677,0.499556,0.55132,0.256697,p
0.334593,0.448968,0.64892,0.233055,0.252222,p
0.457966,0.715844,0.279126,0.475139,0.52818,p
0.319874,0.322222,0.594233,0.266516,0.406133,m
0.333074,0.426884,0.738142,0.233523,0.320799,p
0.336991,0.456542,0.734271,0.221406,0.320799,p
0.389834,0.437287,0.711812,0.2466,0.263526,m
0.356066,0.370769,0.533832,0.673266,0.623592,m
0.314754,0.324171,0.538281,0.754523,0.320799,m
0.332344,0.394974,0.609103,0.86777,0.320799,m
0.332715,0.36755,0.687243,0.558668,0.220826,m
0.326125,0.407303,0.789822,0.16201,0.320799,p
0.357667,0.656285,0.267462,0.433198,0.320799,p
0.481234,0.644635,0.293958,0.400207,0.293906,p
0.328612,0.340786,0.491017,0.734778,0.320799,m
0.332554,0.657906,0.497458,0.761446,0.184761,p
0.554111,0.44061,0.451354,0.414964,0.275861,p
0.33307,0.333577,0.505887,0.573203,0.068769,m
0.643333,0.464936,0.465069,0.443503,0.2871,p
0.324999,0.31568,0.472021,0.584767,0.320799,m
0.404949,0.707219,0.540971,0.563756,0.240721,m
0.618091,0.409526,0.458393,0.441723,0.276057,p
0.475954,0.055381,0.25427,0.721613,0.175243,p
0.722654,0.295719,0.387898,0.38028,0.30075,p
0.327211,0.331071,0.803326,0.212676,0.402487,p
0.339916,0.364131,0.550599,0.448934,0.515717,m
0.893708,0.29885,0.338564,0.343331,0.308535,p
0.356334,0.766941,0.527799,0.51767,0.320799,p
0.445209,0.290165,0.730705,0.52914,0.417473,m
0.339086,0.428363,0.892485,0.206431,0.238769,p
0.512191,0.540201,0.312287,0.333506,0.34661,p
0.325779,0.339352,0.722604,0.54249,0.598138,p
0.319852,0.380007,0.544482,0.817857,0.148639,p
0.396415,0.421445,0.641128,0.227008,0.691437,m
0.347234,0.369853,0.535254,0.669456,0.619655,m
0.349187,0.707886,0.509965,0.428335,0.368463,p
0.356447,0.374561,0.53977,0.728144,0.061173,m
0.902716,0.331154,0.445261,0.336942,0.307029,p
0.32303,0.315418,0.746891,0.226439,0.320799,m
0.331278,0.422938,0.892138,0.144546,0.320799,p
0.368806,0.585214,0.531572,0.428713,0.320799,p
0.562319,0.646171,0.290729,0.323293,0.357147,p
0.430733,0.736426,0.578152,0.277231,0.320799,p
0.653071,0.439208,0.426285,0.41364,0.304016,p
0.48211,0.55577,0.568975,0.669422,0.205474,m
0.325525,0.40565,0.825192,0.209798,0.251199,p
0.330921,0.464268,0.706641,0.244546,0.263483,p
0.322535,0.343144,0.688604,0.566891,0.214513,m
0.602584,0.610534,0.521153,0.314077,0.371046,p
0.350736,0.386114,0.875818,0.662682,0.181544,p
0.411064,0.631712,0.655451,0.278434,0.279163,p
0.393806,0.433611,0.586489,0.845315,0.145885,m
0.311854,0.302224,0.522133,0.513791,0.320799,m
0.389638,0.742896,0.27662,0.308017,0.367544,p
0.608938,0.394877,0.430459,0.402981,0.286657,p
0.349127,0.516343,0.27923,0.431545,0.289376,p
0.335759,0.482035,0.665106,0.254592,0.262587,p
0.446311,0.392008,0.570116,0.551159,0.263373,m
0.329946,0.360988,0.516235,0.744039,0.531496,m
0.339945,0.386932,0.737909,0.667622,0.207744,p
0.716992,0.411331,0.333649,0.384473,0.340823,p
0.339715,0.32495,0.526389,0.627666,0.593611,m
0.386209,0.618926,0.29998,0.320288,0.349828,p
0.601657,0.54337,0.51068,0.595445,0.239914,p
0.461211,0.502394,0.475857,0.318462,0.356109,p
0.254519,0.133601,0.204091,0.147393,0.21923,m
0.361099,0.392096,0.644183,0.218929,0.320799,p
0.243275,0.150491,0.119974,0.091548,0.50415,p
0.310395,0.331473,0.478298,0.139797,0.320799,p
0.392981,0.802583,0.261085,0.518161,0.258223,p
0.37018,0.642591,0.630828,0.67886,0.232403,m
0.478458,0.390403,0.864036,0.211501,0.416451,m
0.331796,0.350441,0.641626,0.770349,0.320799,p
0.340848,0.405333,0.688383,0.533593,0.223909,p
0.311418,0.364718,0.44291,0.522896,0.643722,p
0.453929,0.625105,0.517938,0.600185,0.423503,p
0.449062,0.56673,0.280288,0.3235,0.295654,p
0.344029,0.44687,0.683917,0.247556,0.255624,p
0.340823,0.713741,0.282035,0.411209,0.361044,p
0.367163,0.34049,0.757297,0.204006,0.434869,m
0.362664,0.410728,0.59904,0.82323,0.320799,m
0.33052,0.486375,0.859253,0.161724,0.2271,p
0.53276,0.516396,0.698318,0.261533,0.281296,m
0.371176,0.916593,0.236065,0.278553,0.283297,p
0.470232,0.47843,0.642251,0.265921,0.599477,m
0.765688,0.329729,0.58852,0.295646,0.284589,p
0.362556,0.384534,0.726503,0.22465,0.220936,p
0.388283,0.270995,0.67917,0.55696,0.170458,m
0.431765,0.521302,0.656825,0.621973,0.218186,m
0.517454,0.622606,0.292569,0.312637,0.365883,p
0.326891,0.521823,0.503688,0.434261,0.365395,p
0.818077,0.303103,0.613102,0.291041,0.292128,p
0.347569,0.350045,0.486179,0.595127,0.595257,p
0.326945,0.3513,0.595703,0.719705,0.19255,m
0.39916,0.475348,0.715311,0.66231,0.23052,m
0.602164,0.337791,0.389721,0.406644,0.284828,p
0.324882,0.355166,0.465318,0.539586,0.320799,m
0.322664,0.31971,0.485593,0.793743,0.136411,m
0.768642,0.341986,0.39419,0.38279,0.305909,p
0.488021,0.518088,0.574956,0.449484,0.470862,p
0.363519,0.416015,0.496041,0.581596,0.237861,m
0.336932,0.448807,0.769161,0.234549,0.247944,m
0.379156,0.571737,0.285208,0.310914,0.295889,p
0.386108,0.409924,0.723242,0.539364,0.663123,m
0.459406,0.704091,0.280717,0.282172,0.523778,p
0.341486,0.826145,0.259209,0.446691,0.48115,p
0.833007,0.449527,0.321392,0.459213,0.283804,p
0.32536,0.327862,0.405239,0.614087,0.684842,m
0.318435,0.348489,0.451983,0.425972,0.559999,m
0.508527,0.652092,0.271213,0.410976,0.360818,p
0.399558,0.634364,0.256937,0.310574,0.29298,p
0.577719,0.498633,0.498275,0.521301,0.52724,p
0.321886,0.485232,0.615208,0.482513,0.267216,p
0.306347,0.297792,0.428814,0.467729,0.470152,p
0.313126,0.327587,0.509958,0.575152,0.673298,m
0.332796,0.368623,0.518818,0.732188,0.320799,m
0.409629,0.347524,0.727975,0.752392,0.532269,m
0.352911,0.451443,0.805957,0.199882,0.443124,p
0.62039,0.392305,0.433444,0.401644,0.247553,p
0.320663,0.325891,0.492681,0.65825,0.583536,m
0.361217,0.706417,0.243516,0.44327,0.320799,p
0.848275,0.195095,0.392796,0.341737,0.339089,p
0.537772,0.658397,0.561943,0.484267,0.281682,p
0.395482,0.265391,0.676777,0.554668,0.178729,m
0.343704,0.588595,0.653083,0.526048,0.241617,p
0.339671,0.358614,0.445132,0.59947,0.191519,m
0.807731,0.286824,0.332383,0.319987,0.288399,p
0.37937,0.702649,0.240623,0.29572,0.276276,p
0.386552,0.669746,0.591501,0.62399,0.23219,m
0.558535,0.582178,0.306623,0.330052,0.346559,p
0.397874,0.447378,0.583562,0.63661,0.213215,m
0.803734,0.492426,0.437729,0.329276,0.302243,p
0.540948,0.402596,0.441697,0.418784,0.279963,p
0.331882,0.386491,0.472009,0.789445,0.616569,m
0.342674,0.377118,0.777231,0.222047,0.42113,m
0.309773,0.298864,0.515522,0.515698,0.446202,m
0.490137,0.67412,0.277364,0.317825,0.351943,p
0.315854,0.319226,0.259086,0.212739,0.517189,p
0.68465,0.353689,0.385621,0.382168,0.33878,p
0.27486,0.155926,0.200378,0.157651,0.320799,m
0.33129,0.319794,0.572887,0.608194,0.320799,m
0.353641,0.334898,0.750326,0.571493,0.491198,m
0.740875,0.306792,0.334163,0.340544,0.350472,p
0.320676,0.311674,0.465911,0.538,0.320799,m
0.319276,0.292806,0.452995,0.224791,0.755939,p
0.416431,0.633987,0.300036,0.323648,0.350756,p
0.481861,0.704573,0.524575,0.437733,0.320799,p
0.332317,0.311958,0.467119,0.692251,0.582175,p
0.417819,0.70609,0.588092,0.45313,0.274911,p
0.374796,0.626853,0.647582,0.515537,0.26668,p
0.620543,0.372292,0.405016,0.391816,0.30176,p
0.326999,0.411389,0.553614,0.621129,0.320799,p
0.261784,0.581554,0.516694,0.4697,0.268853,p
0.356823,0.553246,0.59449,0.258874,0.320799,p
0.355713,0.386198,0.542237,0.701264,0.320799,m
0.482133,0.658176,0.283594,0.320442,0.292713,p
0.374866,0.39968,0.6847,0.282166,0.279341,p
0.310543,0.312098,0.51983,0.922136,0.095084,m
0.483116,0.716726,0.571826,0.302111,0.283486,m
0.487015,0.465862,0.304971,0.332815,0.320799,p
0.308809,0.310298,0.512666,0.926107,0.320799,m
0.31253,0.322746,0.508892,0.523385,0.320799,m
0.3132,0.300006,0.444575,0.57959,0.661217,p
0.306199,0.322358,0.113037,0.751677,0.320799,p
0.344925,0.466367,0.740179,0.23121,0.320799,m
0.333111,0.365527,0.50231,0.599373,0.320799,m
0.361632,0.398328,0.801355,0.232399,0.244258,p
0.570194,0.613822,0.584795,0.483145,0.282596,p
0.465777,0.616881,0.61706,0.547898,0.263746,p
0.318678,0.306974,0.510642,0.776008,0.320799,p
0.364681,0.535865,0.290419,0.323795,0.320799,p
0.310823,0.35662,0.653043,0.231251,0.320799,m
0.528971,0.485199,0.305687,0.396718,0.278082,p
0.350173,0.720998,0.266236,0.316147,0.368514,p
0.47837,0.682688,0.28353,0.316146,0.290369,p
0.405156,0.438926,0.704966,0.253608,0.490906,m
0.347776,0.418269,0.76903,0.188438,0.632902,m
0.763381,0.319119,0.339826,0.377326,0.310626,p
0.437158,0.552482,0.285555,0.425888,0.213296,p
0.365491,0.525534,0.659879,0.498731,0.446458,p
0.403695,0.42337,0.73139,0.243114,0.42969,p
0.432419,0.735756,0.261424,0.306199,0.417777,p
0.425286,0.616813,0.724494,0.476338,0.272347,m
0.317491,0.328316,0.48722,0.610731,0.457755,m
0.395725,0.603992,0.563087,0.248288,0.709151,p
0.335308,0.345783,0.521667,0.748931,0.564879,p
0.3448,0.346611,0.621451,0.788401,0.196191,m
0.331089,0.30913,0.466556,0.632598,0.742147,m
0.276587,0.172948,0.500546,0.217412,0.320799,m
0.428611,0.480587,0.582017,0.780143,0.172732,m
0.376571,0.428421,0.469342,0.225558,0.611573,m
0.352353,0.545686,0.608759,0.462814,0.268677,p
0.534256,0.4826,0.456847,0.325935,0.298698,p
0.388188,0.68739,0.537913,0.242235,0.621785,p
0.415011,0.786913,0.284582,0.3009,0.486269,p
0.348837,0.365567,0.780923,0.527989,0.422049,p
0.348765,0.366775,0.509548,0.67025,0.151662,m
0.313588,0.279629,0.455856,0.220024,0.05805,p
0.392439,0.725423,0.513766,0.471142,0.49533,m
0.490073,0.582851,0.490431,0.315939,0.276315,p
0.334003,0.335856,0.852967,0.562733,0.320799,m
0.366639,0.375486,0.607865,0.742502,0.196975,p
0.313979,0.314815,0.191137,0.831264,0.071605,p
0.350829,0.549851,0.658756,0.265671,0.256034,p
0.343713,0.361567,0.70231,0.612585,0.489983,p
0.392319,0.570823,0.275944,0.314976,0.320799,p
0.39929,0.72725,0.237774,0.459976,0.570848,p
0.403432,0.596215,0.279551,0.317738,0.294811,p
0.388567,0.339915,0.857055,0.578741,0.439871,m
0.273957,0.4203,0.75074,0.217401,0.223238,p
0.324494,0.355625,0.534002,0.780361,0.320799,m
0.324177,0.372265,0.638617,0.750381,0.16113,m
0.359015,0.464558,0.146491,0.218471,0.19885,m
0.464378,0.457588,0.425705,0.334349,0.340284,p
0.33512,0.316207,0.728604,0.568993,0.44067,p
0.327022,0.335069,0.64884,0.499756,0.649313,m
0.416109,0.724114,0.6503,0.259743,0.270492,p
0.318667,0.432192,0.682567,0.255187,0.320799,p
0.389921,0.702439,0.551421,0.531938,0.50129,m
0.484917,0.61934,0.661853,0.26635,0.283985,m
0.469646,0.376441,0.577405,0.600215,0.437912,m
0.403612,0.419503,0.791134,0.669853,0.181539,m
0.457979,0.68128,0.265322,0.575815,0.246119,p
0.333341,0.325093,0.438866,0.568599,0.557827,p
0.36224,0.119156,0.776457,0.201514,0.528758,m
0.716209,0.284012,0.38863,0.375784,0.335973,p
0.339688,0.355164,0.446402,0.611722,0.188768,m
0.464255,0.438456,0.517836,0.432274,0.376406,p
0.335089,0.338367,0.472997,0.703162,0.651838,p
0.743854,0.382213,0.330774,0.379407,0.308919,p
0.461797,0.630199,0.295872,0.401574,0.280561,p
0.366472,0.372172,0.622257,0.761029,0.168874,p
0.32499,0.363006,0.53572,0.64458,0.176424,p
0.34297,0.436211,0.822448,0.557796,0.228609,p
0.342359,0.51247,0.554087,0.452395,0.277221,p
0.372163,0.567959,0.495724,0.414912,0.29705,p
0.621619,0.276325,0.347018,0.381813,0.303275,p
0.397739,0.470808,0.214251,0.297334,0.272501,p
0.381872,0.595728,0.632058,0.262781,0.320799,p
0.468739,0.554129,0.312572,0.334802,0.345772,p
0.530063,0.423331,0.459398,0.33024,0.377911,p
0.316801,0.299968,0.522921,0.712704,0.589474,p
0.725275,0.435045,0.314893,0.339105,0.320799,p
0.737891,0.315191,0.336469,0.341641,0.350506,p
0.328153,0.342927,0.542994,0.733879,0.203908,p
0.283478,0.300001,0.438445,0.477957,0.107791,p
0.345373,0.337611,0.527381,0.794635,0.162015,m
0.342569,0.378574,0.714365,0.548184,0.443031,p
0.373046,0.418521,0.888934,0.20542,0.260279,p
0.48893,0.348712,0.914489,0.221092,0.260354,m
0.78689,0.421519,0.467026,0.472295,0.287377,p
0.368308,0.310157,0.594715,0.621319,0.523956,p
0.344968,0.339323,0.457337,0.682627,0.118177,m
0.344637,0.409811,0.843911,0.200713,0.415471,p
0.870768,0.169632,0.336577,0.339397,0.302918,p
0.548127,0.547728,0.495532,0.567628,0.497292,p
0.398308,0.724069,0.496389,0.569101,0.460636,m
0.459684,0.622881,0.276012,0.318311,0.289872,p
0.602456,0.544717,0.296892,0.326998,0.295161,p
0.643271,0.464864,0.465086,0.443447,0.287106,p
0.259178,0.395985,0.63933,0.198395,0.567742,m
0.306856,0.300863,0.438275,0.218739,0.709254,p
0.309273,0.339577,0.470858,0.492801,0.508025,p
0.410422,0.510421,0.537677,0.269225,0.750511,p
0.806131,0.290994,0.394464,0.342262,0.334752,p
0.340307,0.426731,0.806777,0.626604,0.320799,p
0.875005,0.331849,0.406706,0.404702,0.46203,p
0.31052,0.304628,0.505809,0.215432,0.648201,m
0.556708,0.479963,0.453885,0.42228,0.282046,p
0.333761,0.390221,0.64939,0.838321,0.320799,p
0.400665,0.650844,0.267133,0.431539,0.286785,p
0.35044,0.374403,0.523401,0.575356,0.536805,m
0.380743,0.588723,0.478058,0.420197,0.287845,p
0.694778,0.465091,0.41298,0.407119,0.296455,p
0.420949,0.388508,0.736828,0.721983,0.129027,m
0.475174,0.619771,0.555451,0.276775,0.284592,m
0.339216,0.324531,0.504591,0.196636,0.320799,m
0.393426,0.480414,0.83504,0.210493,0.252077,m
0.31436,0.332203,0.538785,0.560073,0.320799,m
0.351664,0.675382,0.509703,0.237866,0.320799,p
0.340225,0.399692,0.857166,0.633898,0.54671,m
0.417401,0.659987,0.267487,0.426919,0.248535,p
0.388765,0.590227,0.5511,0.242824,0.758617,p
0.406247,0.574327,0.518032,0.301898,0.289582,p
0.340873,0.477169,0.957302,0.188218,0.320799,p
0.374322,0.738931,0.273704,0.308316,0.281318,p
0.421962,0.595395,0.281344,0.314946,0.320799,p
0.416858,0.716764,0.519746,0.308527,0.291917,p
0.499068,0.635808,0.270974,0.320127,0.294274,p
0.648093,0.296228,0.344839,0.379213,0.307831,p
0.346622,0.421673,0.573644,0.648576,0.320799,m
0.355939,0.305599,0.735513,0.602268,0.509976,m
0.346668,0.382414,0.790427,0.20925,0.241833,p
0.352478,0.400925,0.82877,0.18793,0.42885,m
0.669195,0.48166,0.289873,0.331342,0.299562,p
0.384722,0.731946,0.230995,0.30989,0.291373,p
0.368156,0.811677,0.281132,0.316592,0.279422,p
0.434114,0.77675,0.268424,0.550542,0.262661,p
0.393399,0.481504,0.293445,0.322742,0.302887,p
0.872001,0.335357,0.41397,0.507912,0.275175,p
0.666002,0.287277,0.347585,0.375599,0.294898,p
0.383127,0.69284,0.548312,0.468013,0.272244,p
0.311082,0.300552,0.529157,0.503716,0.320799,m
0.321831,0.361013,0.653796,0.683736,0.200756,m
0.357261,0.357424,0.618964,0.546138,0.456461,m
0.311718,0.342411,0.544898,0.862505,0.320799,m
0.411823,0.375793,0.765284,0.20468,0.150027,m
0.609415,0.361434,0.404287,0.391254,0.301949,p
0.443205,0.712954,0.527648,0.296459,0.283674,p
0.547915,0.495939,0.467865,0.452484,0.273344,p
0.355595,0.308468,0.54092,0.807897,0.187196,p
0.722043,0.339543,0.400498,0.395743,0.346272,p
0.338317,0.436516,0.727961,0.242652,0.262585,p
0.635396,0.674323,0.291444,0.327742,0.298438,p
0.365758,0.667333,0.638936,0.446912,0.272451,p
0.351226,0.433827,0.804364,0.217361,0.477607,p
