@relation wins-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute class {M,P}

@data
0,0,0,0,0.111111,0.1,0.222222,0,0,M
1,0.333333,0.111111,0,0.222222,0.2,0.333333,0.222222,1,P
0.222222,0.222222,0.111111,0.555556,0.222222,0.3,0.222222,0.444444,0,M
0.777778,0.333333,0.333333,0,0.555556,1,0.111111,0.444444,0.111111,P
0.888889,1,1,1,1,1,1,1,0,P
1,0.333333,0.333333,0.555556,0.111111,1,0.111111,0.222222,0,P
0.444444,0.222222,0.222222,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0.111111,0,0.111111,0.1,0.111111,0,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0.111111,0,M
0.111111,0,0,0,0.111111,0.1,0,0,0,M
0.444444,0,0,0,0.111111,0.1,0,0,0,M
0.555556,0,0,0.222222,0.111111,0.1,0,0,0,M
0.444444,0.444444,0.444444,0.555556,0.222222,1,0.222222,0,0,P
0.444444,0.222222,0.222222,0.222222,0.111111,0.3,0.333333,0.333333,0,P
0.222222,0,0,0.333333,0.222222,0.1,0.111111,0.111111,0,M
1,0.777778,0.777778,0.111111,0.777778,1,0.333333,0.777778,1,P
0,0,0,0,0.111111,0.1,0,0,0,M
0.222222,0,0,0,0.222222,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0,0,0,M
0.111111,0,0,0,0.111111,0.1,0.111111,0,0,M
0.333333,0.222222,0,0,0.111111,0.1,0.333333,0.777778,0,M
0.333333,0,0,0,0,0.1,0.111111,0,0,M
0.111111,0,0,0,0.111111,0.1,0,0,0,M
0.333333,0,0,0,0.222222,0.1,0,0,0,M
0.222222,0,0,0,0.111111,0.5,0.444444,0,0,M
0.111111,0,0,0,0,0.1,0,0,0,M
0.111111,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0,0,0.111111,0.1,0,0,0,M
0,0,0,0.111111,0,0.3,0,0,0.666667,M
1,0,0,0,0.111111,1,0.444444,0.333333,0,P
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0.444444,0,0.111111,0,0.111111,0.1,0,0,0,M
0.555556,0.222222,0.111111,0,0.222222,0.4,0.333333,0,0,P
0,0,0,0.222222,0.111111,0.3,0,0,0,M
1,1,1,0,0.555556,0.1,0.111111,0.777778,0,P
0.777778,0.111111,0.222222,0,0.555556,0.3,0.666667,0,0,P
1,0.444444,1,0.222222,0.444444,0.8,0.666667,0.777778,0.222222,P
0,0,0,0,0,0.1,0,0,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0,0,M
0.666667,0.555556,0.333333,0.777778,1,1,0.888889,0.444444,0.222222,P
0.777778,0.333333,0.333333,0.444444,0.333333,0.7,0.666667,0.777778,0.111111,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0.333333,0.111111,0.111111,0,0.111111,0.1,0.111111,0,0,M
0.222222,0.666667,0.666667,0.333333,0.333333,0.9,0.333333,0.777778,0,P
0,0,0,0,0.111111,0.3,0.222222,0,0,M
0.111111,0.666667,1,1,0.666667,1,0.333333,0.888889,0.333333,P
0.555556,1,0.111111,0.777778,1,0.2,0.666667,0.777778,1,P
0.444444,0,0,0.222222,0.111111,0.1,0,0,0,M
0.222222,0.222222,0.111111,0,0.111111,0.3,0.222222,0,0,M
1,0.333333,0.555556,0.333333,0.444444,1,0.666667,0,0,P
1,0.777778,1,0,0.222222,1,0.444444,0,0,P
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0.333333,0,0.222222,0.222222,0.111111,0.1,0,0,0,M
0.555556,0.888889,0.666667,0.444444,0.444444,0.8,0.333333,0.111111,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0,0,M
1,0.222222,0.555556,0.111111,0.222222,0.5,0.333333,1,0.111111,P
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0.555556,1,0.666667,0.666667,0.555556,0.4,0.777778,1,0.111111,P
0.333333,0,0.111111,0,0.111111,0.1,0,0,0,M
0.555556,0.777778,0.777778,0,0.222222,0.4,0.222222,0.666667,0,M
0.666667,0.333333,0.444444,1,0.111111,1,0.222222,0.777778,0.111111,P
1,0.333333,0.333333,1,0.555556,1,0.444444,0.444444,0,P
0,0,0.222222,0,0.111111,0.1,0,0,0,M
0.333333,0,0.111111,0,0.111111,0.1,0.222222,0,0,M
0.444444,0,0,0,0.111111,0.1,0.222222,0,0,M
0,0,0,0.222222,0,0.3,0,0,0,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0.111111,M
0.333333,0,0,0,0.222222,0.1,0.111111,0.111111,0,M
0.444444,0.111111,0,0,0.111111,0.1,0,0,0,M
1,1,1,1,1,1,0.333333,1,1,P
0.111111,0,0,0,0.111111,0.1,0.111111,0,0,M
0.666667,0.333333,0.333333,0.222222,0.333333,1,0.555556,0.888889,0,P
0.222222,0,0,0,0.111111,0.1,0.222222,0,0,M
0.111111,0,0,0,0.111111,0.1,0.111111,0,0,M
1,1,1,1,0.222222,1,1,0.555556,0,P
0.444444,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0,0,0,0.1,0.111111,0,0,M
1,0.333333,0.666667,0.111111,0.111111,0.8,0.555556,0,0,P
0.444444,0,0,0.222222,0.111111,0.1,0,0,0,M
0.444444,0.555556,0.555556,0.111111,0.333333,1,0.222222,0.555556,0,P
0.222222,0.444444,0.666667,0.777778,0.777778,0.9,0.666667,1,0.666667,P
0.111111,0,0,0,0.111111,0.1,0.222222,0,0,M
0.444444,0.222222,0.222222,0,0.222222,0.3,0.222222,0.222222,0.222222,P
0.444444,0.111111,0.333333,0,0,0.1,0,0,0,M
0.777778,0.666667,0.777778,0.444444,0.444444,1,0.888889,1,0,P
0.888889,0.444444,0.444444,0.333333,0.333333,0.5,0.333333,0.222222,0.222222,P
1,0.444444,0.666667,0.333333,0.333333,1,0.777778,0.888889,0,P
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.333333,0.3,0,0,0,M
0.111111,0,0,0,0.111111,0.5,0,0,0,M
1,1,1,0.222222,1,0.8,0.777778,0,0,P
0.444444,0,0,0,0.111111,0.1,0.111111,0.111111,0,M
0,0,0,0,0,0,0.111111,0,0,M
0.777778,0.111111,0.333333,0,0.444444,0.1,0.444444,0.333333,0.333333,P
0.777778,0.666667,0.444444,1,0.666667,0.9,0.444444,0.444444,0.333333,P
0.222222,0,0,0.111111,0.111111,0.1,0,0,0,M
0.555556,0,0,0.222222,0.111111,0.1,0,0,0,M
0.888889,0.666667,0.666667,0.444444,0.444444,1,0.666667,0.777778,0.222222,P
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.888889,0.777778,0.777778,0.888889,0.555556,0.3,0.333333,0,0,P
0.444444,0,0.111111,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0,0.111111,0.111111,0.1,0,0,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0,0,M
0.555556,1,1,1,0.777778,1,1,1,0.666667,P
0.555556,0.222222,0.333333,0,0.444444,0.2,0.222222,0.888889,0,P
0.222222,0,0,0.111111,0.222222,0.4,0,0,0,M
0.333333,0,0,0,0.111111,0.3,0,0,0,M
0,0,0.333333,0,0.111111,0.1,0.111111,0,0,M
1,0.666667,0.666667,0.555556,0.333333,1,0.333333,0,0.111111,P
0.444444,0,0,0,0.111111,0.1,0.222222,0,0,M
1,1,0.555556,0.222222,0.222222,1,0.333333,0.222222,0.111111,P
0.444444,0,0,0,0.111111,0,0.222222,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0.222222,0,0,0.111111,0.1,0.111111,0.111111,0,M
0.333333,0,0,0,0.111111,0.1,0,0,0,M
1,0.333333,0.222222,1,0.222222,1,0.666667,0,0.111111,P
1,1,1,0.555556,0.777778,0.4,0.777778,0.444444,0,P
1,0.333333,0.333333,1,0.111111,1,0.444444,0.222222,0.222222,P
1,0.444444,0.444444,0.555556,0.777778,0.8,0.666667,0,0,P
0.666667,0.222222,0.333333,0.333333,0.222222,0.3,0.222222,0.111111,0.666667,P
0.333333,0,0,0.111111,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.111111,0,0,0,0.111111,0.1,0,0,0,M
0.555556,0,0.222222,0,0.111111,0.1,0.222222,0,0,M
0.444444,0,0,0,0.111111,0.1,0,0,0,M
0.222222,0.222222,0.444444,0.111111,0.222222,1,0.666667,0,0,P
0.777778,0.666667,0.333333,0.333333,0.444444,0.3,0.444444,1,0,P
0.333333,0.444444,0.444444,1,0.333333,1,0.666667,0.444444,0.777778,P
0,0,0,0,0.111111,0.1,0,0,0,M
0.222222,0.111111,0.111111,0,0.111111,0.1,0.111111,0.222222,0,M
0.333333,0.666667,0.777778,0.222222,0.333333,1,0.888889,0,0,P
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0.444444,0.666667,0.666667,0,0.444444,0.8,0.222222,0.333333,0,M
0,0,0.222222,0,0,0.1,0.111111,0,0,M
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0,0,0.222222,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0.111111,0,0.1,0,0,0,M
0.222222,0.111111,0,0.111111,0.111111,0.1,0.222222,0,0,M
0,0,0,0,0,0.1,0,0.222222,0,M
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.333333,0,0,0,0.111111,0.1,0.111111,0,0,M
0.444444,0,0,0,0.111111,0.1,0.222222,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0,0,0,M
0.777778,1,0.777778,0.777778,0.333333,0.8,0.666667,0.666667,0,P
0.444444,1,0.777778,1,0.777778,1,0.222222,0.555556,0.222222,P
1,1,0.777778,0.555556,0.333333,0.5,0.777778,1,0,P
0,0.222222,0,0.111111,0.111111,0.2,0.444444,0.222222,0.111111,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0.222222,0,0.111111,0,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0.222222,0,0,M
1,0.333333,0.222222,0,0.222222,0.3,0.555556,0.444444,0.111111,P
1,0.777778,0.333333,0.333333,0.333333,1,0.222222,1,0.333333,P
1,1,1,0.111111,1,1,0.444444,0.222222,0.222222,P
0.111111,0,0,0,0.111111,0.1,0,0,0,M
0.777778,0.333333,0.444444,0,0.111111,0,0.666667,0.222222,0,P
0.444444,0,0.111111,0,0.111111,0.1,0.222222,0,0,M
0.111111,0,0,0,0.111111,0.1,0,0,0,M
0.777778,1,0.333333,0.333333,0.777778,1,0.777778,0.111111,0,P
0.111111,0.444444,0.666667,0.555556,0.333333,1,0.666667,0.555556,0,P
0.444444,0,0,0,0.111111,0.1,0.111111,0,0,M
0.111111,0,0,0.111111,0.222222,0.1,0.111111,0,0,M
1,1,1,1,0.555556,1,0.777778,0,0.444444,P
0,0,0,0,0.111111,0.1,0,0,0,M
0.222222,0,0,0,0,0.1,0.111111,0,0,M
0.333333,0.222222,0.111111,0,0.222222,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.4,0,0,0,M
0.555556,1,1,0.111111,0.777778,1,0.666667,0.222222,0.222222,P
0.222222,1,0.666667,0.777778,0.444444,0.8,0.666667,0.333333,0,P
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0.111111,0.111111,0,0.333333,0.3,0.111111,0,0,M
0,0.555556,0.777778,1,0.777778,1,0.444444,0.666667,0,P
0,0,0,0,0.111111,0.1,0,0,0,M
0.444444,0,0,0,0.111111,0.1,0.111111,0,0,M
1,0.444444,0.777778,1,0.222222,1,0.444444,0,0.222222,P
0.444444,1,0.555556,0,1,0.4,0.333333,1,1,P
0.222222,0.222222,0.555556,0.333333,0.444444,0.8,0.333333,0.333333,0,P
0.222222,0,0.333333,0,0.111111,0,0.222222,0,0,M
0.333333,0.111111,0,0,0.111111,0.1,0.111111,0,0,M
0.777778,1,1,1,0.555556,1,1,1,1,P
0.444444,0,0.111111,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0,0,0.111111,0.1,0,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.333333,0,0,0,0.111111,0.3,0.111111,0,0,M
0,0.111111,0.222222,0,0.111111,0.1,0.222222,0,0,M
0.666667,0.111111,0.333333,0,0.222222,0.4,0.222222,0.222222,0,P
0.444444,0,0,0.222222,0.111111,0.1,0,0,0,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0,0,0,M
1,1,1,0.222222,1,1,0.888889,1,0,P
0.222222,0,0,0,0,0.1,0.111111,0,0,M
0.222222,0,0,0,0.111111,0.1,0.222222,0,0,M
0.444444,0.666667,1,1,0.444444,1,1,1,0,P
0,0,0,0,0.111111,0.1,0,0,0,M
0.333333,0,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0.222222,0.111111,0,0.222222,0.1,0.222222,0.555556,0,M
0,0.111111,0.111111,0,0.111111,0.1,0.111111,0,0,M
0.666667,0.555556,0.222222,0.111111,0.444444,1,0.666667,0.333333,0.555556,P
0,0,0,0,0.111111,0.1,0.222222,0.111111,0,M
0.222222,0,0,0,0.222222,0.2,0,0,0,M
0.111111,0.222222,0,0,0.111111,0.1,0.111111,0,0,M
0.444444,0,0,0.111111,0.111111,0.2,0.222222,0,0,M
0.333333,0,0,0,0.111111,0.1,0.111111,0,0,M
0.555556,1,1,1,0.333333,1,0.666667,1,0,P
0.777778,0.555556,0.444444,0.333333,0.222222,1,0.555556,0,0,P
0.555556,0.444444,0.444444,0.777778,0.333333,1,0.222222,0.333333,0,P
0,0,0,0.222222,0.111111,0.1,0,0,0,M
0.777778,0.555556,0.333333,1,1,0.1,0.222222,0.444444,0,P
0.444444,0.222222,0,0,0.111111,0.1,0,0,0,M
0.333333,0,0,0.222222,0,0.1,0.111111,0,0,M
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.111111,0.444444,0.222222,0.222222,0.555556,0.7,0.666667,0.444444,0,P
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.444444,0,0,0,0.111111,0.1,0,0,0,M
0.222222,0,0,0,0.111111,0.1,0,0,0,M
0.777778,0.888889,0.888889,0.444444,0.222222,0.5,0.666667,0.666667,0,P
0,0,0,0,0,0.1,0.222222,0,0,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0,0,0,0.111111,0.111111,0.1,0.222222,0,0,M
0.888889,0.444444,0.444444,0.111111,0.111111,0.2,0.444444,0,0,P
0.333333,0.555556,0.555556,0.444444,0.666667,0.6,0.666667,0.666667,0.222222,P
0,0.111111,0,0.222222,0.111111,0.1,0.111111,0,0,M
0.444444,0.444444,0.444444,0.111111,0.444444,1,0.333333,0.222222,0,P
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0.111111,0.111111,0.111111,0.1,0,0,0,M
0.222222,0.333333,0.444444,0.111111,0.555556,0.8,0.333333,0,0,P
0.666667,0.111111,0.333333,0,0.555556,1,0.444444,0.333333,0.222222,P
0.777778,1,0.444444,0.222222,0.777778,0.4,0.333333,1,0.222222,P
0,0,0,0,0,0.1,0,0,0,M
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.111111,0,0,0,0.111111,0.1,0.111111,0,0,M
0.444444,0,0,0,0.111111,0.1,0,0,0,M
1,0.777778,0.666667,0.333333,0.222222,1,0.666667,0.888889,0,P
0.444444,0.111111,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0,0,0.111111,0.3,0.222222,0,0,M
0,0,0,0,0,0,0,0,0,M
0.444444,0.222222,0.444444,0,0.777778,1,0.444444,0.222222,0,P
0.444444,0.111111,0.111111,0.111111,0.111111,0.1,0.111111,0.111111,0,M
0.777778,1,1,1,0.777778,1,1,0.666667,0.222222,P
1,0.666667,0.666667,0.222222,0.777778,0.5,0.666667,0.333333,0.222222,P
1,1,0.666667,0.777778,0.666667,0.1,1,1,0.222222,P
0,0,0,0,0.111111,0.1,0.111111,0,0,M
1,0.222222,0.333333,0.444444,0.222222,1,0.333333,0,0,P
0.444444,1,1,1,0.333333,1,0.444444,0.555556,0.222222,P
0.777778,0.222222,0.777778,0.222222,0.333333,0.9,0.777778,0.888889,0.777778,P
0,0,0,0,0.111111,1,0.222222,0,0,M
0.333333,0,0,0.222222,0.111111,0.1,0.222222,0,0,M
0.333333,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0.555556,1,1,1,1,1,0.777778,1,1,P
0,0,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0,0.222222,0,0.1,0.222222,0,0,M
1,0.222222,0.222222,0,0.111111,1,0.666667,0.555556,0,P
0.888889,0.333333,0.444444,1,0.555556,1,0.333333,0.777778,0,P
0.777778,1,1,1,0.666667,0.5,0.333333,0.777778,0.666667,P
0.111111,0,0,0,0.111111,0.1,0.222222,0,0,M
0.222222,0,0.222222,0,0.222222,0.4,0,0,0,M
0.444444,0.222222,0.333333,0.222222,0.333333,0.5,0.333333,0.666667,0,M
1,0.222222,0.222222,1,0.111111,1,0.666667,0.222222,0.222222,P
0.666667,0.555556,0.555556,0.222222,0.111111,1,0.666667,0,0,P
0.222222,0,0.333333,0,0.111111,0.1,0,0,0,M
0.222222,0.222222,0.444444,0.111111,0.222222,1,0.666667,0,0,P
0.777778,0.555556,0.666667,0.222222,0.222222,1,0.222222,0.333333,0.111111,P
0.222222,0,0,0,0.111111,0.1,0.111111,0,0,M
0.444444,0.222222,0.111111,0.333333,0.111111,0.1,0,0,0,M
0.111111,0,0,0,0.111111,0.1,0.222222,0,0,M
0.444444,0.333333,0.555556,0.666667,0.888889,0.7,0.777778,1,0,P
1,0.111111,0.111111,0,0.111111,0.6,0,0,0.111111,P
0,0,0,0,0.111111,0.1,0.111111,0,0.111111,M
0,0.111111,0,0.222222,0.111111,0.1,0,0.111111,0,M
0.444444,0,0,0,0.111111,0.1,0.222222,0,0,M
0.333333,0,0,0,0,0.1,0.111111,0,0,M
0.222222,0.333333,0.444444,0.222222,0.666667,0.3,0.333333,0.555556,0,M
0.333333,0.111111,0.222222,0.444444,0.222222,0.8,0.666667,0.555556,0,P
0.333333,0,0,0,0.111111,0.1,0,0,0,M
0.111111,0,0,0,0.111111,0.1,0.222222,0,0,M
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.333333,0.111111,0.333333,0.222222,0.111111,0.2,0.111111,0,0,M
0,0,0,0,0,0.1,0.111111,0,0,M
0.666667,0.333333,0.555556,0.333333,0.555556,0.1,0.333333,0.222222,0,P
0,0,0,0,0.111111,0.1,0.111111,0,0,M
0.222222,0.111111,0.111111,0.111111,0.111111,0.1,0.333333,0.111111,0,M
