@relation banana-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,p}

@data
0.985,0.1139,p
-0.0656,1.2423,p
0.444,1.1437,p
1.124,0.2933,p
1.1725,-1.4015,m
-0.2321,-0.8433,m
0.0296,1.2007,p
0.2359,0.4427,m
0.2638,-0.6049,m
0.1793,1.8668,p
-0.397,0.5631,m
2.1774,1.1275,m
-2.1396,-1.4274,m
-0.1377,0.4245,m
-0.961,0.7548,p
2.0827,1.3489,m
-1.4435,-0.4301,m
-0.5954,-0.6506,m
1.2698,0.4327,p
-1.7773,-0.8431,m
0.1177,-1.3683,p
0.8833,-1.0036,m
1.1105,-0.4764,m
-0.8171,-0.7826,p
-1.0833,-0.0594,m
0.701,0.0237,m
-0.5952,1.4596,p
0.2336,-0.8222,m
-0.6246,1.6491,p
-1.5691,-1.7374,m
-1.213,0.9182,p
-0.3498,-1.4857,p
0.1007,1.9315,m
0.2582,0.4818,m
-0.4724,-0.0198,m
-0.0931,1.5208,p
-0.9937,1.1416,p
-1.4252,-0.3566,m
0.0235,-0.1799,m
-0.1138,-0.1468,m
0.0438,0.5362,m
1.2654,-0.6846,p
0.908,-0.5057,m
-0.8043,0.6869,p
0.5755,-0.3425,m
-0.5317,0.1813,m
1.1889,0.3095,p
-0.219,0.5238,m
1.2258,0.0999,m
-1.7971,-1.71,m
0.1634,-1.1294,p
0.276,0.3974,m
-1.7765,0.819,p
-0.7125,-1.0982,p
-1.9394,0.5982,p
1.1018,-0.3743,m
0.484,1.0357,p
-0.9708,-0.9056,m
0.7405,1.3474,m
0.487,1.454,p
0.3691,0.49,m
-0.1253,0.521,m
0.8223,0.501,p
1.0094,1.5271,m
1.0659,0.5123,p
1.4878,-0.0078,p
-1.3515,0.424,m
1.0316,1.5496,m
-0.996,-0.9843,m
0.0091,0.4312,m
0.7243,0.7058,p
0.3276,0.5529,p
1.8068,-0.5507,p
0.0624,-1.053,p
0.5397,-1.2611,p
-1.69,0.7062,p
-1.4731,0.5203,p
-0.5441,-0.8306,p
-0.1086,-0.8843,p
-0.3938,1.3889,p
1.0781,0.4365,p
-0.4721,0.2673,m
2.5134,0.9008,m
-2.0109,0.4391,p
-0.5989,-0.5212,m
1.3184,0.0928,p
-1.6002,0.6319,p
1.188,-0.9661,m
0.2749,1.1765,p
-0.1386,-0.3628,m
0.3688,0.4285,m
0.4167,-1.2844,p
0.8441,0.2426,p
-0.8127,-1.2337,p
1.2484,-0.0026,p
1.0103,-0.9402,m
0.7191,0.759,p
-1.5077,-0.285,m
-1.4234,-0.6168,m
-0.4216,-0.2409,m
-0.995,-1.3899,p
0.1656,-1.2487,p
-1.246,-0.6564,m
-0.345,0.3762,m
-1.5761,0.5878,p
-0.7499,1.1428,p
0.7256,-0.6255,m
0.8329,-0.0565,m
0.0325,-1.4626,p
0.4629,0.498,p
-0.8991,0.0621,m
-1.4663,-0.8168,m
-0.8003,-0.282,m
0.3354,-0.4834,m
-0.9562,1.1122,p
1.1894,-1.3372,m
0.774,-1.2204,m
0.2203,-0.8667,p
0.667,1.9215,m
-0.97,-1.603,p
-0.2032,-1.0771,p
-0.2982,-1.162,p
-0.1845,-1.4029,p
0.5269,1.184,p
1.2977,0.1862,p
1.8745,1.1859,m
0.7191,0.0781,m
0.5134,1.4954,p
-1.515,-0.769,m
0.9518,-0.7821,m
-0.8434,1.4015,p
0.9737,0.8774,p
0.782,1.7971,p
0.4243,-0.8396,p
1.223,-0.6072,m
0.9328,-1.2359,m
0.818,0.8449,p
-0.8796,-1.2728,p
0.7431,-1.0072,m
1.2723,-0.7471,p
-0.5291,-0.3569,m
0.4178,-1.1243,p
-0.8525,-0.2984,m
-1.2306,-1.3009,m
-0.0936,-1.277,p
-0.7051,-0.9299,p
0.2898,-0.5146,m
0.6341,0.3657,m
0.832,0.4419,p
0.3347,1.954,p
-0.2056,-0.0207,m
-1.6578,-0.7347,m
0.8288,-0.3048,p
0.6507,-1.0814,p
0.2076,-1.2118,p
0.3278,1.2849,p
0.8138,0.8168,p
-0.0297,-1.5817,p
0.8499,-0.829,m
-0.9642,-1.1744,p
0.2237,1.5729,m
-1.2802,0.7201,p
-0.1526,-1.1462,p
-0.0347,1.3029,p
-0.4674,1.3002,p
0.8116,-0.7506,m
0.9872,0.8581,p
1.075,-0.9855,m
0.5292,0.7882,m
0.6222,-0.5464,m
-0.3999,-1.3654,p
-1.4008,-0.1829,m
1.0227,-0.7284,m
1.2808,-0.1759,m
-2.1253,0.678,p
0.7141,-1.0824,m
-1.6801,-0.5284,m
-1.5702,-0.7725,m
0.3881,0.4843,m
-0.116,1.2616,p
-0.6167,-0.7916,p
-1.6767,-0.4725,m
-0.1706,-1.0889,p
-1.1356,0.0337,m
-0.3345,1.6291,p
-0.5583,0.5724,m
1.1471,-1.0081,m
0.6879,-0.8784,m
-1.2898,0.5112,p
1.1723,0.8682,p
-0.2509,0.3267,m
0.5612,1.7426,m
-0.4858,-1.5278,p
-1.6012,0.6822,p
1.5225,0.7946,p
-0.8279,-0.8394,p
0.2196,2.0809,p
-0.3865,0.2604,m
-1.6983,-1.7903,m
-0.1233,1.86,p
0.2351,-1.0642,p
0.4402,0.3986,m
-1.4505,0.3774,p
0.2508,0.1712,m
0.7856,0.9453,p
-0.4684,-1.1696,p
0.4524,1.9472,m
-1.325,-0.1202,m
0.5294,1.6171,p
1.0495,-1.0524,m
1.8983,-0.0565,p
0.7127,2.0445,m
0.5747,1.4167,m
1.4742,-1.4438,m
0.9276,-0.1017,m
0.6361,1.3382,m
-0.7517,-0.1169,m
-0.3072,0.9382,p
-0.2109,-0.4916,m
1.4883,0.3854,p
1.2267,-0.4932,p
0.5861,0.4025,p
-0.421,-1.0888,p
0.5438,1.6343,m
-0.8689,0.6339,p
0.9252,0.8953,p
0.3344,1.044,p
-1.3431,-0.3098,m
-1.6322,0.7278,p
1.0199,0.7201,p
0.5171,-0.9312,p
1.195,-1.651,m
0.3787,1.362,p
0.9706,0.6402,p
-1.4483,-1.1431,m
-0.7864,-0.6397,m
2.4473,1.2504,m
-0.5297,0.1006,m
-0.3011,1.8196,m
-1.6458,-0.0692,m
-0.4624,-0.187,m
-0.835,-1.0354,p
0.7254,1.3888,p
0.5874,0.0331,m
0.874,1.79,p
-1.9326,-0.9204,m
-1.0758,1.3064,p
-0.0571,-1.501,p
1.2188,-1.5772,m
-0.0743,-1.381,p
1.3731,1.2362,m
0.0554,-0.1395,m
0.7253,1.3254,p
-0.3466,0.5742,m
0.1547,0.0373,m
1.9799,1.2741,m
-1.0001,-1.2249,p
-0.8467,-0.8709,p
-0.1175,-1.258,p
-1.8428,-1.6414,m
1.0243,-0.3511,m
1.8011,-0.8111,p
-0.3409,0.1692,m
-0.5516,-1.1772,p
-1.5257,-1.7235,m
-1.2911,-1.1378,m
-1.669,0.8089,p
-0.0767,0.0002,m
1.0843,-0.0008,p
-0.9344,-1.5806,p
-0.8336,1.4067,p
-0.1192,-0.8423,p
0.7515,1.5767,p
1.0147,1.2083,m
0.5574,1.38,p
-0.8609,-1.2078,p
1.1634,-0.7683,m
-0.5394,-1.3905,p
1.7304,1.6833,m
-1.3916,-0.6797,m
-2.0934,-1.2221,m
0.0817,0.4182,m
0.4086,1.4455,p
-0.1979,-0.536,m
-0.0026,-1.0179,p
-0.599,1.4446,p
0.1701,-0.7194,p
0.0403,-1.5055,p
-0.2234,-0.4194,m
-0.4126,1.175,p
-1.3878,-0.1555,m
1.2166,1.1305,p
-1.8958,-1.1006,m
-1.5686,-0.4009,m
-0.1316,-1.3709,p
0.9899,0.7707,p
-1.2492,-0.8975,m
-0.2921,-0.2241,m
0.9162,-0.0255,m
1.2087,-0.2713,p
0.2042,-1.2936,p
-0.2447,-1.1755,p
0.5038,1.7777,p
1.2854,0.1516,p
1.3616,0.2576,p
0.2714,0.3802,m
-0.7337,-1.095,p
-0.6053,-1.5185,p
0.066,-1.2269,p
0.1082,-0.7691,p
0.2582,-0.8495,p
-0.5032,1.3538,p
-0.1214,-0.4979,m
0.1586,1.5082,p
1.2605,-0.3281,m
0.2835,1.8607,p
0.6171,1.1061,p
0.4722,0.2894,m
0.3469,-0.2419,m
-1.8184,-0.8474,m
-1.19,-1.0273,p
-0.3769,-0.9727,p
-0.5659,-1.3299,p
-0.6207,0.4251,m
0.5604,1.1786,p
1.0859,0.6005,p
-2.0758,-1.7833,m
-0.8213,-0.8552,m
-0.314,0.0194,m
-0.5414,-0.6503,m
-0.4296,-0.7216,p
-1.9242,-1.0559,m
0.2687,0.6053,m
-1.6345,0.5242,p
0.9038,0.9702,p
0.0087,-0.9176,p
0.5353,0.5042,m
-0.5938,-1.2147,p
0.5948,0.5462,m
1.7438,0.5766,p
1.264,1.2139,m
-1.7794,-0.582,m
-0.3431,-1.3911,p
-0.4308,-0.3461,m
-0.6652,0.3571,m
-0.2361,-1.5449,p
-0.664,1.183,p
-0.287,-0.7259,m
0.352,0.3326,m
1.4694,-0.3123,m
-0.0388,-0.9842,p
-0.3285,-0.858,p
-1.8413,-0.9581,m
-0.9141,1.0667,p
1.0197,-0.6246,m
1.052,0.6512,p
-1.8056,0.0758,m
-0.0433,0.605,m
-0.227,-1.1938,p
-1.5821,0.8071,p
0.8317,1.3276,p
-0.8035,-0.7822,p
1.3414,-0.689,p
0.0432,-1.3918,p
-0.1832,1.1455,p
1.0524,0.7005,p
-0.9261,0.9157,p
1.0942,-0.6432,m
-0.3825,-1.2581,p
0.2651,-1.0559,p
-1.3062,0.1175,m
-1.1827,-0.5218,m
-1.2082,-0.409,m
-0.1062,-0.933,p
0.6373,0.0054,m
-0.9739,-0.8177,m
-0.1245,-1.4838,p
-0.0554,-1.2848,p
-0.0476,-1.2362,p
-1.5746,0.3778,p
-1.0243,-0.4692,m
1.1992,-0.7535,m
0.731,1.7405,m
-0.9183,-0.5779,m
1.0254,-0.3821,m
-0.1367,-1.393,p
-0.397,1.3151,p
1.3287,-0.7738,m
1.5217,-1.124,m
-1.0746,0.7074,p
0.9477,0.9851,p
-1.2068,1.1883,p
0.5579,-1.0641,m
1.2232,-0.1585,p
0.6457,1.2331,p
-0.6067,-1.5974,p
1.2122,0.1511,p
-1.7364,0.9746,p
1.3161,-0.6158,m
-1.013,1.0741,p
1.784,1.0051,m
-1.2401,-0.7197,m
-0.9597,1.3426,p
-1.1585,-1.0087,p
-0.0314,-1.0141,p
1.5427,1.2442,m
0.3718,-0.8094,p
0.8986,1.4022,m
-0.1823,-1.5411,p
-0.071,1.6293,p
-0.5322,0.9781,p
-0.7379,1.0116,p
-1.5349,-0.4664,m
1.1331,-0.5411,m
-0.5582,-1.7297,p
-0.9139,-0.9194,p
-1.3445,0.8048,p
0.5442,1.4105,p
0.0935,2.0984,p
-0.4673,-1.5106,p
-0.466,0.1451,m
-1.8851,-0.7265,m
-1.871,-0.4513,m
-0.0962,0.1896,m
0.2837,2.3726,p
0.7534,1.8882,m
1.1221,0.6116,p
1.1675,1.3663,p
1.3855,-0.631,m
1.2048,0.3176,p
-0.2153,0.5489,m
0.8119,-0.1953,m
-0.3797,-1.2655,p
0.396,1.8081,m
0.3879,1.6365,p
-0.551,0.2876,m
-0.0567,-1.4071,p
-0.1139,-1.4967,p
1.2375,-0.6872,m
-1.314,-0.2291,m
-1.1281,-0.0974,m
-0.2649,1.284,p
1.7014,0.1571,p
0.309,-1.0331,p
-1.5299,0.658,p
-0.6735,-0.6205,m
1.1804,0.0819,p
-2.9808,-0.1596,p
0.4471,0.9197,p
1.0649,-0.4275,m
0.5327,0.5405,m
0.2649,-0.375,m
-0.0062,1.5596,p
-1.2431,-0.706,m
0.0052,0.2399,m
-0.2367,-1.3966,p
-0.0657,-1.1888,p
-1.1031,0.3216,m
1.4373,-1.7278,m
0.0828,-0.8793,m
0.4137,1.1574,p
0.866,-0.807,m
-0.2754,1.5182,m
-0.7548,-1.0938,p
0.1793,1.8142,p
0.8659,1.1351,p
-0.1728,1.5942,p
1.2177,0.4234,p
-0.132,1.6828,m
1.0231,0.0975,p
1.383,1.2663,p
-0.4503,-1.5894,p
0.9053,-0.5512,m
1.7212,-0.4482,p
1.1587,1.0513,p
1.1762,0.6143,p
-1.5093,-0.9664,m
0.4092,1.7616,p
0.8766,0.1606,p
1.3058,1.6222,m
-0.9141,-0.5224,m
1.0382,0.9296,p
0.2063,1.1942,p
1.3887,-1.1053,m
-0.8178,-0.6896,m
-0.9447,-1.4344,p
-0.8264,0.6823,p
0.9338,0.3579,p
-0.9272,-0.4057,m
-0.4566,-0.3216,m
0.1781,1.4909,p
2.2247,1.1792,m
0.1285,-0.8886,p
-1.5149,0.2128,m
0.4576,-0.709,m
-0.299,-1.1386,p
1.8041,-1.0016,p
-1.0272,1.3082,p
0.314,-1.2546,p
1.2352,0.9079,p
-0.3558,-0.0513,m
0.4998,0.7615,m
-0.8111,-1.1544,p
1.5469,1.1025,m
0.4088,-0.0572,m
0.4967,2.2281,p
-0.6543,-0.9991,p
-1.5168,-1.3986,m
0.3879,0.8633,p
-0.5197,-1.5206,p
-0.3359,-0.0523,m
-0.7994,1.1116,p
0.3852,-0.7443,p
0.707,0.0524,m
1.2428,-1.3318,m
0.0526,1.4214,p
-0.1753,0.0644,m
2.0333,-0.4268,p
0.9807,-0.0572,p
-0.618,-0.5061,m
-1.1781,-0.0978,m
0.7083,0.9611,p
1.1784,-0.0335,p
0.3992,-0.5939,m
1.2319,-0.7849,m
-1.6736,0.8796,p
2.2037,1.2567,m
0.1333,-0.2274,m
0.7334,0.9262,p
0.8927,0.6912,p
0.6027,-0.1076,m
-0.8594,1.2561,p
-0.5018,1.8391,m
-0.2856,-0.5714,m
-0.1391,0.1324,m
0.7288,1.4886,m
-1.8941,-0.799,m
-0.849,-0.1872,m
0.4501,-0.1038,m
-1.7359,0.2542,p
-0.2378,1.7409,m
-2.2843,-1.0189,m
0.0725,0.5962,m
-0.5816,-0.7523,m
0.8344,0.9252,p
1.1543,-0.4511,m
0.4397,-0.7785,p
-0.1273,-1.3345,p
-0.4112,0.727,m
0.1433,0.2625,m
0.3248,-0.153,m
-1.0988,0.6413,m
-1.3123,0.4626,p
-1.1688,-0.5558,m
-0.5747,-1.6168,p
-0.9458,-0.197,m
1.567,0.4834,p
-0.0063,-1.0014,p
-0.7359,-1.1408,p
0.6702,1.1519,p
-0.0979,-1.0139,p
0.552,-0.199,m
0.3697,-0.0513,m
-0.0545,-1.4521,p
0.5469,1.1495,p
-1.2582,-0.5032,m
0.759,0.0328,m
0.7298,-0.9904,m
0.6107,0.9781,p
1.7821,1.3528,m
-0.3791,-1.5994,p
2.0393,1.3631,m
-1.5246,-0.3683,m
1.988,1.1805,m
0.5125,-0.4905,m
1.2861,1.0738,p
0.7423,1.5624,m
-1.3015,-1.0819,m
-0.7201,-1.3895,p
1.5653,-0.909,m
-1.493,-0.0032,m
-1.3174,0.0399,m
-0.0866,-1.3681,p
-0.1439,1.6782,p
1.2923,0.4876,p
-0.7374,-0.0677,m
-1.7413,-0.5205,m
-1.1435,0.8486,p
-0.762,-1.1073,p
1.2524,-0.3504,p
1.347,1.2136,m
1.6422,1.5339,m
-1.0639,-0.8596,m
-0.7115,-1.1295,p
-1.4166,-0.3269,m
0.1392,-0.7615,p
-1.3061,-0.9028,p
1.0833,-0.628,p
-0.5037,1.026,p
-1.6208,0.1021,p
1.1553,0.5977,p
0.1096,0.5535,m
-0.0982,0.3947,m
-0.1777,-0.5505,m
0.1053,-0.2078,m
-1.821,0.4739,p
0.6028,-1.0041,p
2.3738,1.0734,m
-2.4124,0.2599,p
-1.7703,-1.1884,m
0.928,1.4476,m
1.1794,0.9127,p
0.7818,-0.1391,m
0.8851,-0.3723,m
-0.3843,-0.3972,m
-0.1923,1.6567,p
-0.3254,-1.3179,p
0.1749,-0.8872,p
1.0714,0.4567,p
-0.2794,-1.062,p
-0.1055,-1.1396,p
0.1881,0.914,p
-0.1204,-1.2157,p
0.5214,-1.042,p
0.9146,1.1467,p
1.2679,-0.1588,p
0.4627,0.9352,p
0.0209,-0.973,p
-1.2983,0.5773,p
-1.1917,1.2271,p
0.0194,-1.1258,p
0.9989,-1.1219,m
-0.0656,-1.5736,p
1.4706,1.3946,m
-0.6665,-1.1042,p
0.6027,0.1447,m
-0.8897,-1.1794,m
-0.1997,1.7356,m
0.2137,-0.4499,m
-1.6361,-1.0451,m
-0.0999,1.9725,m
-0.2024,1.6394,p
-0.2303,-1.0154,p
1.2472,-0.1461,m
-1.672,-0.2662,m
-0.1486,-0.0185,m
0.582,0.2321,p
-0.6484,-0.6312,p
-0.7677,-1.0354,p
-0.7194,-0.3843,m
-0.4517,-0.7166,m
-0.102,-0.1302,m
-1.5101,-0.2765,m
1.1245,-0.9082,m
1.8236,1.4305,m
-0.0254,-0.7903,m
1.7949,-0.8345,p
-0.4192,1.404,p
-1.3614,-0.324,m
0.0844,1.7235,m
0.9829,-1.3113,m
0.3512,-0.0402,m
-0.3384,-1.3287,p
0.9744,-1.3249,m
0.6158,1.771,m
-1.5577,-0.3286,m
-0.9107,-0.9078,p
2.5733,0.9887,m
-0.8509,0.1889,m
0.0238,0.0836,m
-1.3739,0.6483,p
-0.0574,-0.2085,m
-0.3196,0.7072,m
1.0016,0.6536,p
0.512,-1.3365,p
-0.1766,1.5088,p
-0.9505,0.5325,p
-0.8655,0.7512,p
-0.9665,1.2244,p
-0.3374,1.4844,p
-1.3265,1.0764,p
-0.33,0.3011,m
-0.9374,-0.086,m
-0.2344,-0.6561,m
-0.9033,0.101,m
-0.4985,-0.7661,p
0.3133,-1.0669,p
1.3006,0.7393,p
0.0479,-1.0609,p
-0.3048,0.247,m
0.2446,-0.6807,p
0.7413,-1.201,m
0.1356,1.4608,m
-0.1382,-1.3698,p
0.5454,-0.1648,m
-0.7799,-1.3685,p
1.0649,0.4428,p
1.1905,-1.673,m
0.3447,-0.8911,p
1.1946,0.8117,p
1.0988,0.6038,p
0.9334,1.2085,p
0.7338,-0.2121,m
-0.6531,0.4328,m
0.9752,1.4765,p
0.8489,0.9069,p
-0.2561,1.5228,p
-1.5301,-1.2081,m
-0.284,-1.0174,p
0.3606,0.9312,p
-1.2512,-1.2774,p
1.3769,-0.6449,m
0.8759,-0.8075,m
0.8591,-0.9517,m
0.3282,1.7062,m
-0.9719,-1.0779,m
-0.1535,1.9689,m
0.0608,-1.2311,p
-0.3792,0.6382,m
0.9107,-0.8323,m
-0.8259,-0.9662,p
0.0788,-0.0998,m
-0.7244,-0.9727,p
-2.0956,-0.6043,m
0.914,0.2597,p
-0.2329,0.5931,m
0.017,-1.2582,p
1.415,-0.6565,p
-0.2228,1.6452,m
0.9257,-1.1716,m
-0.959,1.0766,p
-0.6825,0.1395,m
0.2719,-1.1231,p
0.9743,0.5121,p
0.9041,0.195,p
-0.3943,-0.3377,m
1.2089,0.3539,p
-1.5277,-1.1662,m
0.9547,0.1415,m
1.3062,0.9355,p
-0.201,0.5958,m
1.6747,-0.9781,p
-0.9542,0.6867,m
-0.6336,1.2139,p
2.1207,1.1002,m
1.033,0.0331,p
-0.1118,-0.8411,m
0.2571,0.1539,m
-1.9107,-2.2355,m
0.3661,0.1643,m
0.7849,0.1584,m
0.9262,0.9722,p
-1.1535,-0.6586,m
1.8384,1.1792,m
-1.4206,0.728,p
-1.7823,-0.5715,m
-0.5107,-0.7337,p
-0.4394,-0.8837,m
1.9553,1.3076,m
0.8664,-0.9175,m
-1.1339,1.0141,p
0.5507,0.9214,p
0.2746,-0.9872,p
-0.1875,-1.2685,p
1.5896,1.7168,m
1.1969,-0.5983,m
1.3727,0.4278,p
0.4326,0.3803,m
-1.2614,-0.4569,m
1.2394,0.809,p
-0.0237,-1.0015,p
0.3714,-1.2271,p
-0.3143,-0.9186,p
0.4634,-1.2753,p
0.3036,1.6073,p
-1.9335,0.9596,p
1.0554,-0.0553,m
0.8304,1.6673,m
-0.3417,-1.3119,p
-0.1893,-1.2367,p
-0.4914,-1.5522,p
-1.3946,-0.3219,m
1.9699,0.9903,m
-0.9005,-1.6831,p
0.2954,-1.3639,p
1.0383,0.9522,p
-0.7189,0.2421,m
-0.6696,1.2186,p
-0.6058,-0.1293,m
-1.0155,0.5212,m
0.3182,1.8217,m
0.8303,0.6923,p
-1.2399,1.0031,p
-1.2448,-0.0104,m
-1.4076,1.0879,p
-0.3694,-0.965,p
-0.7278,-0.7603,m
0.4816,-0.6533,m
-1.6463,-0.7225,m
2.0551,1.1163,m
0.2504,0.466,m
0.7482,1.8069,m
-1.1163,-1.3921,p
1.6014,-0.1827,p
-1.3779,-0.3202,m
1.6636,-0.3841,p
-1.6394,-0.1208,m
-0.4357,1.8556,p
-0.6325,0.2569,m
-0.3535,-0.8357,p
-1.2248,0.8308,p
0.6547,1.1409,p
-1.2015,0.4548,p
-0.7808,-0.1132,m
-0.5809,-1.2705,p
-1.8954,0.1057,m
0.2098,-1.2588,p
1.3702,-0.8005,m
-0.1693,-0.1352,m
-0.7636,0.2176,m
1.3259,1.6997,m
0.7199,-0.3158,m
0.8777,-0.856,m
0.9273,-1.1184,m
-1.602,-1.3192,m
-0.6786,0.5359,m
1.5734,0.1711,p
-0.651,-0.1033,m
0.3502,1.2193,p
1.6447,-0.6054,p
-0.1077,-0.7926,m
0.8287,1.5586,p
-0.4682,-0.2056,m
-1.6252,-1.3162,m
-1.0798,0.9887,p
0.4942,1.1751,p
0.4277,-1.4294,p
-1.2125,0.3572,m
1.87,1.1341,m
0.0368,-0.2392,m
-0.4996,-0.0595,m
2.6791,1.171,m
-0.4756,-1.494,p
-1.9835,-0.6555,m
-1.434,0.2448,p
0.2072,0.0304,m
0.6251,1.6701,p
-1.2601,-1.009,m
-0.1171,1.4678,p
1.1794,1.4244,m
1.4869,-0.1557,p
-0.1414,-0.797,p
-0.509,-0.8244,p
-0.264,0.0571,m
0.3291,1.113,p
-0.1125,1.8512,m
-0.1624,1.8375,p
-0.4023,-1.113,p
0.425,0.0454,m
0.3436,1.3834,m
-1.5201,0.6595,p
-0.0014,-0.6995,m
-0.4321,-1.3422,p
1.574,-0.5655,p
-0.3161,0.1773,m
-0.8742,0.922,p
-1.1775,-0.1219,m
0.5441,-0.8421,m
-1.2071,0.4876,p
-0.6726,0.3131,m
0.9808,0.2597,m
0.1935,-1.267,p
1.0978,0.6041,p
0.2731,-1.448,p
-0.8113,-1.3502,p
-1.7047,0.4224,p
-1.2634,-0.1195,m
0.0188,0.0512,m
0.0176,0.0932,m
1.802,0.7565,p
-0.0776,-1.3518,p
-1.5101,-1.389,m
1.4226,-1.0998,m
0.1684,-1.0627,p
2.1412,-0.4534,p
0.7784,-0.6943,m
-1.7997,0.6763,p
-0.562,-0.8733,p
0.3201,0.2822,m
-0.7473,-0.7196,p
-1.548,1.0498,p
-0.2073,-0.745,p
-0.5236,-1.0869,p
0.2618,-0.5379,m
-1.803,-1.6243,m
-0.0583,-1.1517,p
-0.5661,1.1875,p
0.4959,-0.6141,m
2.5207,1.4258,m
0.9559,0.5583,m
0.0426,-1.1785,p
2.4386,-0.448,p
0.4275,1.7654,m
1.2474,-1.6191,m
-1.3126,-0.4983,m
-2.2517,-1.963,m
1.2202,-0.1056,p
-2.0027,-2.0964,m
1.1508,-1.6887,m
0.858,0.3992,p
-1.2961,0.8668,p
1.0802,-1.7553,m
1.213,0.0083,p
-0.4397,1.2243,p
-0.0701,-1.2268,p
0.9524,0.4269,p
0.6612,-0.199,m
0.5521,-0.2439,m
-0.8783,0.6585,p
0.247,0.41,m
-0.1029,-0.4144,m
2.5912,1.1599,m
1.6648,0.2432,p
0.258,0.3089,m
0.9489,0.4224,p
0.454,1.4789,m
0.2217,1.4739,m
-1.0169,-0.1461,m
-0.2344,-0.9738,p
0.6586,0.913,p
1.3074,-0.2539,p
-1.2589,-0.9116,p
-0.369,-1.1416,p
-0.2655,1.708,p
0.8538,0.0949,m
-0.9166,-0.8627,p
-0.6646,1.2276,p
0.8404,1.4233,p
-0.0932,0.4724,m
0.2604,-0.5401,m
0.0973,-1.3298,p
1.9253,1.3409,m
0.9824,-0.4515,m
-1.6232,0.4685,p
1.086,0.8116,p
0.5982,0.484,p
-1.0076,-0.2106,m
0.6817,1.5041,p
-1.0258,-0.9502,m
-1.511,-0.1964,m
-0.0418,-1.0249,p
0.7858,0.8588,p
-1.5289,0.6789,p
0.1185,0.1304,m
-0.1016,1.5735,m
0.1233,-1.242,p
-1.2337,-1.1499,m
0.8626,-1.0237,m
-0.6197,-0.9842,p
-1.8548,-0.3498,m
0.8323,-1.2944,m
1.2701,0.5888,p
-0.8188,1.2557,p
-0.5903,-1.0414,p
0.1505,0.3215,m
0.3112,1.7629,p
-0.4775,0.676,m
0.9237,0.7012,p
2.4655,1.1176,m
0.5148,0.8838,p
1.2627,-0.2504,p
-0.8399,-1.1627,p
0.7009,0.5642,p
0.6146,-0.0228,m
-1.101,0.817,p
-0.958,0.8121,p
-0.8274,-0.7566,p
-1.3044,-0.8292,m
0.9736,-0.951,m
-1.7658,0.4572,p
1.3623,-0.7324,m
-1.2158,-0.0961,m
0.4426,1.5433,p
-0.0208,1.755,m
1.4214,-0.3204,m
-0.2782,-1.3224,p
-0.7856,-1.3346,p
0.4164,0.1005,m
-1.274,-0.688,m
1.0086,-0.9839,m
-0.0696,-0.896,p
0.3009,-1.1723,p
-1.6982,0.8717,p
-0.046,1.5079,p
-1.0425,1.1339,p
1.8641,1.1398,m
-1.5004,-0.3897,m
0.6305,-1.228,p
-1.487,-0.2209,m
0.8551,0.9586,p
-0.6524,1.1399,p
0.108,-0.3042,m
-0.8687,-0.0393,m
-0.9876,-0.1905,m
-1.6191,-0.8955,m
-0.8034,-0.7051,p
1.9848,-0.0252,p
0.1022,-1.0321,p
-0.8258,-1.674,p
-1.432,-1.0235,m
1.7896,-0.4587,p
0.9001,-1.3644,m
0.2354,0.7721,m
0.6137,-0.705,m
0.5916,1.1537,p
-1.8717,-1.3206,m
-0.5729,-0.8797,p
-0.1666,1.069,p
1.0038,-0.0347,p
-0.3975,-1.1012,p
0.683,1.5985,m
0.1727,-0.4281,m
0.7623,-0.3336,m
0.4734,0.3386,m
0.3208,1.5842,p
0.6589,-0.9851,m
-1.389,-0.4508,m
-0.9825,-1.0775,p
-0.3574,1.5073,p
-0.3896,-1.0106,p
-0.5453,-1.3138,p
0.7451,0.8771,p
-0.5013,1.095,p
0.4185,-0.8967,m
-1.9599,-1.0861,m
0.3327,-0.8447,m
-0.0839,1.0047,m
-0.3977,-1.2776,p
-0.592,-1.1696,p
0.4505,-0.0083,m
0.3946,0.0856,p
0.2645,-0.1824,m
-0.4396,0.2983,m
1.3057,-0.3602,m
1.3709,1.2942,m
0.6041,-0.7094,m
-0.5463,0.4423,m
0.4011,-1.3131,p
-1.8113,-1.2112,m
-0.0529,-0.0168,m
-0.6514,-0.5284,m
1.4891,1.5458,m
-0.1223,-0.8081,p
0.3185,1.6066,m
-0.7338,1.251,p
-0.6248,1.1363,p
-1.0634,0.8173,p
-0.1996,-1.0247,p
1.077,1.4235,m
-1.1538,0.5874,p
1.1114,-0.0628,p
1.4041,0.3773,p
1.71,0.0217,p
0.5375,-1.3861,p
-0.0337,-1.3643,p
-0.5243,-0.8566,p
-0.6113,-1.2772,p
0.009,-0.4338,m
-0.8289,1.0629,p
0.9422,1.8287,m
-1.0546,0.7197,p
-0.3643,1.7012,m
-0.0584,0.5403,m
-0.2804,-1.2977,p
-1.854,-0.4675,m
1.407,0.9004,p
-1.3746,-0.8027,m
1.2388,0.8277,p
-0.7772,-1.3308,p
0.7132,0.9482,p
0.2442,1.8366,m
-0.0017,0.282,m
1.5484,-0.6486,p
